,anger,disgust,fear,happiness,sadness,surprise,neutral,input
0,0.14075169,0.07109087,0.69525224,0.010258164,0.052001525,0.02327204,0.0073734447,image_analysis/fear/2021_12_23_15_52_23_fear_982.png
