,anger,disgust,fear,happiness,sadness,surprise,neutral,input
0,0.0019532696,0.011166402,0.008363696,0.844299,0.006083966,0.07623406,0.05189962,image_analysis/happiness/2021_12_23_15_57_14_happiness_362.png
