,Stimulus,Aver. human ratings,emotion,Category
445,Disgust,0.09746445950786893,Disgust,Prototype with mouth opening
446,Disgust,0.14112013006050955,Disgust,Prototype with mouth opening
447,Disgust,0.4933516455211341,Disgust,Prototype with mouth opening
448,Disgust,0.4275745799015491,Disgust,Prototype with mouth opening
449,Disgust,0.03986360758639596,Disgust,Prototype with mouth opening
450,Disgust,0.015301028087236698,Disgust,Prototype with mouth opening
451,Disgust,0.1897071134574463,Disgust,Prototype with mouth opening
452,Disgust,0.1926856677319286,Disgust,Prototype with mouth opening
453,Disgust,0.40937969187384254,Disgust,Prototype with mouth opening
454,Disgust,0.0048306539588345845,Disgust,Prototype with mouth opening
455,Disgust,0.31216461906479326,Disgust,Prototype with mouth opening
456,Disgust,0.04878906985862268,Disgust,Prototype with mouth opening
457,Disgust,0.08988913538636874,Disgust,Prototype with mouth opening
458,Disgust,0.002448407203244321,Disgust,Prototype with mouth opening
459,Disgust,0.006518345661152641,Disgust,Prototype with mouth opening
460,Disgust,0.08505617782704253,Disgust,Prototype with mouth opening
461,Disgust,0.033068364893321454,Disgust,Prototype with mouth opening
462,Disgust,0.1789108481996146,Disgust,Prototype with mouth opening
463,Disgust,0.021005033067033024,Disgust,Prototype with mouth opening
464,Disgust,0.08071639937818298,Disgust,Prototype with mouth opening
465,Disgust,0.04623875889087773,Disgust,Prototype with mouth opening
466,Disgust,0.23415526541674053,Disgust,Prototype with mouth opening
467,Disgust,0.192836680169289,Disgust,Prototype with mouth opening
468,Disgust,0.3087397803784867,Disgust,Prototype with mouth opening
469,Disgust,0.16697411067187304,Disgust,Prototype with mouth opening
470,Disgust,0.22636385020024619,Disgust,Prototype with mouth opening
471,Disgust,0.050341634776450116,Disgust,Prototype with mouth opening
472,Disgust,0.043123569051565204,Disgust,Prototype with mouth opening
473,Disgust,0.006518345661152641,Disgust,Prototype with mouth opening
474,Disgust,0.0709406501380342,Disgust,Prototype with mouth opening
475,Disgust,0.28805844238291456,Disgust,Prototype with mouth opening
476,Disgust,0.0064461465322465114,Disgust,Prototype with mouth opening
477,Disgust,0.19802815177377547,Disgust,Prototype with mouth opening
478,Disgust,0.03986360758639597,Disgust,Prototype with mouth opening
479,Disgust,0.3175247089408111,Disgust,Prototype with mouth opening
480,Disgust,0.002448407203244321,Disgust,BO1
481,Disgust,0.09180822036276541,Disgust,BO1
482,Disgust,0.03242282217128505,Disgust,BO1
483,Disgust,0.3842032732384428,Disgust,BO1
484,Disgust,0.9500412054202156,Disgust,BO1
