,AngerPrototype,AngerBO,DisgustPrototype,DisgustBO,FearPrototype,FearBO,HappinessPrototype,HappinessBO,SadnessPrototype,SadnessBO,SurprisePrototype,SurpriseBO
0,0.335625,0.33541666666666664,0.3530936454849498,0.1951593137254902,0.20850251957354654,0.15104166666666669,0.553030303030303,0.5029761904761905,0.35504079254079257,0.42485810113519096,0.1895683811802233,0.4567307692307693
1,0.17665343915343917,0.16059947299077731,0.2125331711632021,0.20501990269792128,0.2496565934065934,0.14991623079437724,0.29935897435897435,0.37777777777777777,0.20061692693271643,0.31228755764359484,0.2491519720016153,0.2864053516143299
2,0.278968253968254,0.28563586172281824,0.25232198142414863,0.12891042780748663,0.15935672514619884,0.16636081309994352,0.43208874458874463,0.4581876456876457,0.17715484363081618,0.2698412698412698,0.36388888888888893,0.44368131868131866
3,0.16309731934731936,0.18624117428465256,0.16014492753623188,0.17017483321831145,0.15147186147186148,0.15670787545787546,0.24049707602339182,0.16666666666666666,0.2066817859867059,0.22398860398860398,0.23715538847117795,0.2040909090909091
4,0.30351307189542487,0.2924185463659148,0.2852835213032581,0.30282738095238093,0.1121031746031746,0.1524767801857585,0.3791895604395604,0.25448717948717947,0.3415091036414566,0.4090073529411764,0.2616758241758242,0.4065934065934066
5,0.23931888544891639,0.21348484848484847,0.17744599269913913,0.16666666666666669,0.1484566158479202,0.20643115942028983,0.11065444359562007,0.15478801169590645,0.25483669648429375,0.3168671679197995,0.18038847117794488,0.2786377708978328
6,0.19026733500417709,0.19347826086956524,0.17337662337662338,0.20451728382220374,0.17594177259004287,0.17099567099567098,0.18325098814229251,0.18229405034324941,0.1740909090909091,0.23589544513457555,0.17688397129186603,0.20405020703933746
7,0.31748120300751875,0.3681469298245614,0.4071078431372549,0.23124999999999998,0.18412667698658414,0.11153644149967679,0.23342803030303028,0.49388111888111885,0.18377192982456142,0.47564935064935066,0.3361443381180223,0.5
8,0.27589712918660286,0.2916666666666667,0.2532894736842105,0.19122006510113926,0.1429093567251462,0.17474025974025972,0.31146800825593396,0.3368872549019608,0.2753787878787879,0.32295412444153865,0.1713235294117647,0.21374269005847954
9,0.4196969696969697,0.4861111111111111,0.20833333333333331,0.16567460317460317,0.1,0.191025641025641,0.46111111111111114,0.4583333333333333,0.24196428571428572,0.4676573426573427,0.10050505050505051,0.316017316017316
