,AngerPrototype,AngerBO,DisgustPrototype,DisgustBO,FearPrototype,FearBO,HappinessPrototype,HappinessBO,SadnessPrototype,SadnessBO,SurprisePrototype,SurpriseBO
10,0.2762780697563306,0.2365079365079365,0.26460913312693496,0.14131944444444444,0.19191334980808666,0.16171633126934984,0.26996336996336995,0.4175824175824176,0.2624542124542124,0.40807748538011696,0.281383547008547,0.4174679487179487
11,0.2394230769230769,0.27967250141163186,0.21809425524595802,0.186524002313476,0.10047080112869586,0.11506410256410256,0.3063034188034188,0.30492424242424243,0.2049145299145299,0.31475279106858056,0.21585213032581452,0.3496936274509804
12,0.12698412698412698,0.10902777777777778,0.16865079365079366,0.15318362193362192,0.1304563492063492,0.11249999999999999,0.375,0.3303571428571428,0.12767857142857142,0.49747474747474746,0.36507936507936506,0.3923611111111111
13,0.2240905017921147,0.21976363008971705,0.25032504680674017,0.20687229437229437,0.13687770562770563,0.2143401983218917,0.27753623188405796,0.4938197767145136,0.31661276223776225,0.3856253552145496,0.2555871212121212,0.43333333333333335
14,0.1838235294117647,0.27291666666666664,0.37604166666666666,0.4147408963585434,0.11212121212121212,0.2648809523809524,0.5833333333333334,0.4541666666666667,0.3003472222222222,0.5833333333333334,0.32992424242424245,0.5446969696969698
15,0.20405701754385963,0.2570534537925842,0.2213203463203463,0.23763157894736842,0.21478696741854636,0.22367216117216115,0.14723385167464115,0.09290935672514619,0.23590720873329568,0.24604154903067946,0.17489035087719296,0.2438186813186813
16,0.20027888777888775,0.44842657342657344,0.13295454545454546,0.10200320512820513,0.1659090909090909,0.18425324675324675,0.4131313131313131,0.2361111111111111,0.4032425907425908,0.5012820512820513,0.23664529914529914,0.3776154401154401
17,0.23640289449112978,0.1816287878787879,0.18060224089635854,0.16900948022229487,0.17462121212121212,0.19277597402597402,0.1132034632034632,0.1820874183006536,0.26290858899554553,0.3049213943950786,0.2294407894736842,0.27046783625730997
18,0.31779788838612366,0.34480733082706766,0.1466817496229261,0.19634978991596638,0.13363095238095238,0.1973651960784314,0.32133838383838387,0.14556277056277056,0.3935394670688788,0.46354166666666674,0.26466303304538596,0.5013736263736264
19,0.2554563492063492,0.3076704545454545,0.22297555385790682,0.3028024606971975,0.18491464568283453,0.10976890756302521,0.26842948717948717,0.203030303030303,0.062076914098972924,0.10409982174688057,0.32064393939393937,0.5549242424242424
20,0.18851338612368024,0.07102456367162249,0.22300653594771244,0.2040006038647343,0.15316962730755834,0.17360530471943514,0.341765873015873,0.43356643356643354,0.22976190476190475,0.24122660427807485,0.18768115942028984,0.2820097117794486
21,0.19646464646464648,0.18268280632411066,0.18876262626262624,0.1536236424394319,0.16554383116883117,0.18863518727649162,0.0977311939268461,0.1392857142857143,0.2766529961266803,0.3339314194577352,0.21006944444444445,0.3177083333333333
22,0.1773538961038961,0.18000000000000002,0.2107843137254902,0.1673611111111111,0.16030701754385965,0.1813290875790876,0.06401350461133071,0.12808833678398895,0.24851190476190477,0.3400219298245614,0.2486938854489164,0.3149801587301587
23,0.2074611244019139,0.21893115942028984,0.1467948717948718,0.20228696741854635,0.16387959866220736,0.15781641604010024,0.4571428571428572,0.38960622710622717,0.26302697302697303,0.381698436797121,0.23814102564102563,0.3572261072261072
24,0.2048611111111111,0.23888888888888887,0.16517857142857142,0.1616161616161616,0.1304563492063492,0.11527777777777777,0.33035714285714285,0.2857142857142857,0.13392857142857142,0.4548611111111111,0.34771825396825395,0.4583333333333333
25,0.17941176470588233,0.3383173843700159,0.2922511312217195,0.14920880632954936,0.1471329979360165,0.13084013509710105,0.40575396825396826,0.4362859362859363,0.10119047619047619,0.3431461352657005,0.23958333333333331,0.390625
26,0.22470238095238093,0.3088463260877054,0.1754148629148629,0.4602272727272727,0.11031746031746031,0.12530701754385967,0.2798701298701298,0.2949346405228758,0.21399859943977592,0.34970462543991954,0.3236607142857143,0.43323863636363635
27,0.23278985507246377,0.2333754208754209,0.24120273109243698,0.21566859066859068,0.18101268285091815,0.2038558201058201,0.05461538461538462,0.06642629300524037,0.2316556368280506,0.24367816091954023,0.23962962962962964,0.25062709030100333
28,0.193032223204637,0.2205275567344533,0.1962962962962963,0.19986772486772486,0.16987179487179488,0.19794464794464794,0.1612128612128612,0.23076923076923078,0.17404354904354907,0.18756613756613755,0.18091168091168092,0.16511396011396012
29,0.14139610389610388,0.12735075914423738,0.15432900432900432,0.19152996126680336,0.15611562350692787,0.16643280632411067,0.30073529411764705,0.29166666666666663,0.2563463583200425,0.31475210698314415,0.17188228438228437,0.284054834054834
30,0.15756916996047432,0.20016025641025642,0.1876223776223776,0.21077898550724639,0.19128787878787878,0.23318981742894784,0.1767174854131376,0.18507247396566284,0.21746230420143464,0.26111660079051385,0.1952569169960474,0.2474884716732543
31,0.19226190476190477,0.17384205624460497,0.167027417027417,0.23343873517786562,0.17694597069597068,0.20386904761904762,0.18416547220895046,0.3333333333333333,0.2585227272727273,0.37353801169590645,0.2668478260869565,0.36085526315789473
32,0.24076236263736261,0.328125,0.17700320512820514,0.1875,0.1246031746031746,0.12974941724941724,0.49583333333333335,0.3702020202020202,0.2748376623376623,0.35370879120879123,0.1969426406926407,0.26978021978021977
33,0.2532894736842105,0.2319078947368421,0.22272727272727272,0.2733400178253119,0.13602274918064391,0.1296401515151515,0.29448329448329447,0.3881578947368421,0.10956909937888198,0.4381019951840385,0.5486111111111112,0.46474358974358976
34,0.2025,0.27461038961038964,0.1627450980392157,0.18548817696414951,0.15625,0.13117965367965367,0.1094222806179328,0.12286690992186347,0.29855275443510737,0.33266081871345027,0.2535505430242272,0.3003759398496241
35,0.20410384634522566,0.3564814814814815,0.2535266457680251,0.1884125712250712,0.19301458775142985,0.16474358974358974,0.4210858585858586,0.5833333333333334,0.2810897435897436,0.3621446488294314,0.2683333333333333,0.2824561403508772
36,0.28187621202327084,0.4635982277526395,0.21695632798573974,0.30725524475524474,0.20021645021645018,0.1045530492898914,0.509469696969697,0.5531759906759907,0.31592194570135745,0.4208898944193062,0.23346445221445222,0.40625
37,0.20171837965955614,0.1936716300940439,0.18009259259259258,0.20686197860110903,0.14286858974358974,0.194760101010101,0.1543018173452956,0.1948017902813299,0.15499982044099692,0.2361660079051383,0.20096153846153847,0.19867424242424242
38,0.22392857142857142,0.35400641025641033,0.21726190476190477,0.2568131419234361,0.14434523809523808,0.12680598555211559,0.3839285714285714,0.4236111111111111,0.2373015873015873,0.5020833333333333,0.42330586080586086,0.5208333333333334
39,0.33266760651629074,0.29104907773386035,0.25984848484848483,0.34065656565656566,0.0755677071466545,0.05114734299516908,0.08712121212121213,0.2638888888888889,0.4677083333333334,0.4375,0.08867521367521367,0.4565972222222222
