,anger,disgust,fear,happiness,sadness,surprise,neutral,input
0,0.009621651,0.8040869,0.02738269,0.11509751,0.013697331,0.0049790544,0.025134774,image_analysis/disgust/2021_12_23_15_36_37_disgust_182.png
