,anger,disgust,fear,happiness,sadness,surprise,neutral,input
0,0.8106897,0.004743177,0.035307344,0.00073310663,0.015797654,0.11393197,0.01879713,image_analysis/hotFacialExpressions/2022_01_07_16_54_00_Anger2.png
