,anger,disgust,fear,happiness,sadness,surprise,neutral,input
0,0.060522795,0.00010496697,0.003155038,0.14824438,0.002716935,0.75877637,0.026479539,image_analysis/hotFacialExpressions/2022_01_07_16_54_26_Happiness2.png
