,anger,disgust,fear,happiness,sadness,surprise,neutral,input
0,0.17385788,0.012116185,0.29470313,0.0019801105,0.24196705,0.23583874,0.039536968,image_analysis/hotFacialExpressions/2022_01_07_16_54_33_Sadness2.png
