,anger,disgust,fear,happiness,sadness,surprise,neutral,input
0,0.0051037828,4.758353e-05,0.008796463,0.0009352844,0.0014486195,0.97241354,0.011254781,image_analysis/hotFacialExpressions/2022_01_07_16_54_40_Surprise2.png
