,anger,disgust,fear,happiness,sadness,surprise,neutral,input
0,0.21480669,0.00028821206,0.008734724,0.0026506623,0.004913496,0.6844009,0.084205285,image_analysis/hotFacialExpressions/2022_01_07_16_54_11_Disgust2.png
