,anger,disgust,fear,happiness,sadness,surprise,neutral,input
0,0.2725254,0.009404628,0.2999795,0.0018703879,0.042677306,0.35821712,0.015325629,image_analysis/hotFacialExpressions/2022_01_07_16_54_18_Fear2.png
