,index,stimulus_type,stimulus_emotion,rated_emotion,rating
3300,20,C,disgust,disgust,6
3301,21,C,disgust,disgust,3
3302,22,C,disgust,disgust,5
3303,23,C,disgust,disgust,4
3304,24,C,disgust,disgust,1
3305,25,C,disgust,disgust,5
3306,26,C,disgust,disgust,7
3307,27,C,disgust,disgust,7
3308,28,C,disgust,disgust,4
3309,29,C,disgust,disgust,1
3310,30,C,disgust,disgust,5
3311,31,C,disgust,disgust,7
3312,32,C,disgust,disgust,6
3313,33,C,disgust,disgust,5
3314,34,C,disgust,disgust,6
3315,35,C,disgust,disgust,4
3316,36,C,disgust,disgust,4
3317,37,C,disgust,disgust,3
3318,38,C,disgust,disgust,6
3319,39,C,disgust,disgust,1
3320,0,C,disgust,neutral,5
3321,1,C,disgust,neutral,3
3322,2,C,disgust,neutral,2
3323,3,C,disgust,neutral,4
3324,4,C,disgust,neutral,2
3325,5,C,disgust,neutral,1
3326,6,C,disgust,neutral,1
3327,7,C,disgust,neutral,2
3328,8,C,disgust,neutral,4
3329,9,C,disgust,neutral,1
3330,10,C,disgust,neutral,1
3331,11,C,disgust,neutral,3
3332,12,C,disgust,neutral,2
3333,13,C,disgust,neutral,1
3334,14,C,disgust,neutral,4
3335,15,C,disgust,neutral,1
3336,16,C,disgust,neutral,6
3337,17,C,disgust,neutral,1
3338,18,C,disgust,neutral,2
3339,19,C,disgust,neutral,2
3340,20,C,disgust,neutral,1
3341,21,C,disgust,neutral,3
3342,22,C,disgust,neutral,1
3343,23,C,disgust,neutral,4
3344,24,C,disgust,neutral,4
3345,25,C,disgust,neutral,2
3346,26,C,disgust,neutral,1
3347,27,C,disgust,neutral,1
3348,28,C,disgust,neutral,3
3349,29,C,disgust,neutral,1
3350,30,C,disgust,neutral,2
3351,31,C,disgust,neutral,1
3352,32,C,disgust,neutral,1
3353,33,C,disgust,neutral,4
3354,34,C,disgust,neutral,1
3355,35,C,disgust,neutral,1
3356,36,C,disgust,neutral,1
3357,37,C,disgust,neutral,4
3358,38,C,disgust,neutral,1
3359,39,C,disgust,neutral,1
3360,0,D,disgust,anger,5
3361,1,D,disgust,anger,6
3362,2,D,disgust,anger,2
3363,3,D,disgust,anger,4
3364,4,D,disgust,anger,4
3365,5,D,disgust,anger,7
3366,6,D,disgust,anger,5
3367,7,D,disgust,anger,5
3368,8,D,disgust,anger,6
3369,9,D,disgust,anger,6
3370,10,D,disgust,anger,4
3371,11,D,disgust,anger,5
3372,12,D,disgust,anger,6
3373,13,D,disgust,anger,3
3374,14,D,disgust,anger,2
3375,15,D,disgust,anger,2
3376,16,D,disgust,anger,6
3377,17,D,disgust,anger,6
3378,18,D,disgust,anger,4
3379,19,D,disgust,anger,5
3380,20,D,disgust,anger,2
3381,21,D,disgust,anger,5
3382,22,D,disgust,anger,4
3383,23,D,disgust,anger,5
3384,24,D,disgust,anger,6
3385,25,D,disgust,anger,6
3386,26,D,disgust,anger,5
3387,27,D,disgust,anger,3
3388,28,D,disgust,anger,1
3389,29,D,disgust,anger,4
3390,30,D,disgust,anger,4
3391,31,D,disgust,anger,7
3392,32,D,disgust,anger,5
3393,33,D,disgust,anger,6
3394,34,D,disgust,anger,6
3395,35,D,disgust,anger,3
3396,36,D,disgust,anger,4
3397,37,D,disgust,anger,2
3398,38,D,disgust,anger,2
3399,39,D,disgust,anger,1
3400,0,D,disgust,fear,4
3401,1,D,disgust,fear,2
3402,2,D,disgust,fear,5
3403,3,D,disgust,fear,1
3404,4,D,disgust,fear,4
3405,5,D,disgust,fear,4
3406,6,D,disgust,fear,3
3407,7,D,disgust,fear,4
3408,8,D,disgust,fear,2
3409,9,D,disgust,fear,1
3410,10,D,disgust,fear,4
3411,11,D,disgust,fear,3
3412,12,D,disgust,fear,3
3413,13,D,disgust,fear,4
3414,14,D,disgust,fear,5
3415,15,D,disgust,fear,3
3416,16,D,disgust,fear,1
3417,17,D,disgust,fear,1
3418,18,D,disgust,fear,6
3419,19,D,disgust,fear,2
3420,20,D,disgust,fear,1
3421,21,D,disgust,fear,1
3422,22,D,disgust,fear,1
3423,23,D,disgust,fear,2
3424,24,D,disgust,fear,3
3425,25,D,disgust,fear,2
3426,26,D,disgust,fear,6
3427,27,D,disgust,fear,4
3428,28,D,disgust,fear,1
3429,29,D,disgust,fear,1
3430,30,D,disgust,fear,2
3431,31,D,disgust,fear,4
3432,32,D,disgust,fear,6
3433,33,D,disgust,fear,3
3434,34,D,disgust,fear,3
3435,35,D,disgust,fear,3
3436,36,D,disgust,fear,3
3437,37,D,disgust,fear,3
3438,38,D,disgust,fear,1
3439,39,D,disgust,fear,1
3440,0,D,disgust,happiness,6
3441,1,D,disgust,happiness,1
3442,2,D,disgust,happiness,5
3443,3,D,disgust,happiness,1
3444,4,D,disgust,happiness,1
3445,5,D,disgust,happiness,1
3446,6,D,disgust,happiness,1
3447,7,D,disgust,happiness,2
3448,8,D,disgust,happiness,1
3449,9,D,disgust,happiness,1
3450,10,D,disgust,happiness,1
3451,11,D,disgust,happiness,2
3452,12,D,disgust,happiness,2
3453,13,D,disgust,happiness,1
3454,14,D,disgust,happiness,1
3455,15,D,disgust,happiness,1
3456,16,D,disgust,happiness,1
3457,17,D,disgust,happiness,1
3458,18,D,disgust,happiness,1
3459,19,D,disgust,happiness,1
3460,20,D,disgust,happiness,1
3461,21,D,disgust,happiness,1
3462,22,D,disgust,happiness,1
3463,23,D,disgust,happiness,1
3464,24,D,disgust,happiness,1
3465,25,D,disgust,happiness,1
3466,26,D,disgust,happiness,1
3467,27,D,disgust,happiness,2
3468,28,D,disgust,happiness,1
3469,29,D,disgust,happiness,1
3470,30,D,disgust,happiness,1
3471,31,D,disgust,happiness,1
3472,32,D,disgust,happiness,2
3473,33,D,disgust,happiness,1
3474,34,D,disgust,happiness,1
3475,35,D,disgust,happiness,1
3476,36,D,disgust,happiness,1
3477,37,D,disgust,happiness,1
3478,38,D,disgust,happiness,1
3479,39,D,disgust,happiness,1
3480,0,D,disgust,sadness,6
3481,1,D,disgust,sadness,2
3482,2,D,disgust,sadness,3
3483,3,D,disgust,sadness,1
3484,4,D,disgust,sadness,4
3485,5,D,disgust,sadness,4
3486,6,D,disgust,sadness,1
3487,7,D,disgust,sadness,3
3488,8,D,disgust,sadness,5
3489,9,D,disgust,sadness,2
3490,10,D,disgust,sadness,1
3491,11,D,disgust,sadness,2
3492,12,D,disgust,sadness,3
3493,13,D,disgust,sadness,2
3494,14,D,disgust,sadness,2
3495,15,D,disgust,sadness,4
3496,16,D,disgust,sadness,1
3497,17,D,disgust,sadness,1
3498,18,D,disgust,sadness,4
3499,19,D,disgust,sadness,1
3500,20,D,disgust,sadness,1
3501,21,D,disgust,sadness,1
3502,22,D,disgust,sadness,1
3503,23,D,disgust,sadness,1
3504,24,D,disgust,sadness,1
3505,25,D,disgust,sadness,1
3506,26,D,disgust,sadness,2
3507,27,D,disgust,sadness,5
3508,28,D,disgust,sadness,2
3509,29,D,disgust,sadness,1
3510,30,D,disgust,sadness,2
3511,31,D,disgust,sadness,3
3512,32,D,disgust,sadness,4
3513,33,D,disgust,sadness,2
3514,34,D,disgust,sadness,1
3515,35,D,disgust,sadness,1
3516,36,D,disgust,sadness,4
3517,37,D,disgust,sadness,1
3518,38,D,disgust,sadness,1
3519,39,D,disgust,sadness,7
3520,0,D,disgust,surprise,5
3521,1,D,disgust,surprise,1
3522,2,D,disgust,surprise,4
3523,3,D,disgust,surprise,3
3524,4,D,disgust,surprise,2
3525,5,D,disgust,surprise,4
3526,6,D,disgust,surprise,2
3527,7,D,disgust,surprise,3
3528,8,D,disgust,surprise,5
3529,9,D,disgust,surprise,3
3530,10,D,disgust,surprise,1
3531,11,D,disgust,surprise,2
3532,12,D,disgust,surprise,3
3533,13,D,disgust,surprise,4
3534,14,D,disgust,surprise,3
3535,15,D,disgust,surprise,3
3536,16,D,disgust,surprise,2
3537,17,D,disgust,surprise,1
3538,18,D,disgust,surprise,5
3539,19,D,disgust,surprise,1
3540,20,D,disgust,surprise,2
3541,21,D,disgust,surprise,1
3542,22,D,disgust,surprise,2
3543,23,D,disgust,surprise,2
3544,24,D,disgust,surprise,1
3545,25,D,disgust,surprise,1
3546,26,D,disgust,surprise,3
3547,27,D,disgust,surprise,1
3548,28,D,disgust,surprise,2
3549,29,D,disgust,surprise,1
3550,30,D,disgust,surprise,2
3551,31,D,disgust,surprise,4
3552,32,D,disgust,surprise,4
3553,33,D,disgust,surprise,3
3554,34,D,disgust,surprise,2
3555,35,D,disgust,surprise,1
3556,36,D,disgust,surprise,2
3557,37,D,disgust,surprise,2
3558,38,D,disgust,surprise,1
3559,39,D,disgust,surprise,1
3560,0,D,disgust,disgust,4
3561,1,D,disgust,disgust,2
3562,2,D,disgust,disgust,5
3563,3,D,disgust,disgust,1
3564,4,D,disgust,disgust,2
3565,5,D,disgust,disgust,4
3566,6,D,disgust,disgust,6
3567,7,D,disgust,disgust,4
3568,8,D,disgust,disgust,6
3569,9,D,disgust,disgust,2
3570,10,D,disgust,disgust,5
3571,11,D,disgust,disgust,3
3572,12,D,disgust,disgust,6
3573,13,D,disgust,disgust,3
3574,14,D,disgust,disgust,4
3575,15,D,disgust,disgust,3
3576,16,D,disgust,disgust,4
3577,17,D,disgust,disgust,1
3578,18,D,disgust,disgust,5
3579,19,D,disgust,disgust,4
3580,20,D,disgust,disgust,3
3581,21,D,disgust,disgust,3
3582,22,D,disgust,disgust,4
3583,23,D,disgust,disgust,3
3584,24,D,disgust,disgust,5
3585,25,D,disgust,disgust,4
3586,26,D,disgust,disgust,7
3587,27,D,disgust,disgust,5
3588,28,D,disgust,disgust,1
3589,29,D,disgust,disgust,2
3590,30,D,disgust,disgust,5
3591,31,D,disgust,disgust,6
3592,32,D,disgust,disgust,5
3593,33,D,disgust,disgust,4
3594,34,D,disgust,disgust,5
3595,35,D,disgust,disgust,4
3596,36,D,disgust,disgust,4
3597,37,D,disgust,disgust,6
3598,38,D,disgust,disgust,2
3599,39,D,disgust,disgust,1
3600,0,D,disgust,neutral,5
3601,1,D,disgust,neutral,5
3602,2,D,disgust,neutral,2
3603,3,D,disgust,neutral,1
3604,4,D,disgust,neutral,5
3605,5,D,disgust,neutral,1
3606,6,D,disgust,neutral,1
3607,7,D,disgust,neutral,3
3608,8,D,disgust,neutral,5
3609,9,D,disgust,neutral,1
3610,10,D,disgust,neutral,1
3611,11,D,disgust,neutral,3
3612,12,D,disgust,neutral,3
3613,13,D,disgust,neutral,3
3614,14,D,disgust,neutral,1
3615,15,D,disgust,neutral,1
3616,16,D,disgust,neutral,1
3617,17,D,disgust,neutral,1
3618,18,D,disgust,neutral,2
3619,19,D,disgust,neutral,5
3620,20,D,disgust,neutral,1
3621,21,D,disgust,neutral,1
3622,22,D,disgust,neutral,1
3623,23,D,disgust,neutral,3
3624,24,D,disgust,neutral,1
3625,25,D,disgust,neutral,3
3626,26,D,disgust,neutral,2
3627,27,D,disgust,neutral,3
3628,28,D,disgust,neutral,2
3629,29,D,disgust,neutral,1
3630,30,D,disgust,neutral,2
3631,31,D,disgust,neutral,1
3632,32,D,disgust,neutral,2
3633,33,D,disgust,neutral,2
3634,34,D,disgust,neutral,1
3635,35,D,disgust,neutral,1
3636,36,D,disgust,neutral,1
3637,37,D,disgust,neutral,1
3638,38,D,disgust,neutral,1
3639,39,D,disgust,neutral,1
3640,0,E,disgust,anger,5
3641,1,E,disgust,anger,5
3642,2,E,disgust,anger,5
3643,3,E,disgust,anger,5
3644,4,E,disgust,anger,6
3645,5,E,disgust,anger,2
3646,6,E,disgust,anger,5
3647,7,E,disgust,anger,5
3648,8,E,disgust,anger,7
3649,9,E,disgust,anger,5
3650,10,E,disgust,anger,5
3651,11,E,disgust,anger,3
3652,12,E,disgust,anger,4
3653,13,E,disgust,anger,5
3654,14,E,disgust,anger,1
3655,15,E,disgust,anger,4
3656,16,E,disgust,anger,4
3657,17,E,disgust,anger,6
3658,18,E,disgust,anger,5
3659,19,E,disgust,anger,5
3660,20,E,disgust,anger,3
3661,21,E,disgust,anger,3
3662,22,E,disgust,anger,4
3663,23,E,disgust,anger,5
3664,24,E,disgust,anger,5
3665,25,E,disgust,anger,5
3666,26,E,disgust,anger,5
3667,27,E,disgust,anger,5
3668,28,E,disgust,anger,4
3669,29,E,disgust,anger,3
3670,30,E,disgust,anger,3
3671,31,E,disgust,anger,4
3672,32,E,disgust,anger,6
3673,33,E,disgust,anger,7
3674,34,E,disgust,anger,2
3675,35,E,disgust,anger,2
3676,36,E,disgust,anger,4
3677,37,E,disgust,anger,2
3678,38,E,disgust,anger,4
3679,39,E,disgust,anger,1
3680,0,E,disgust,fear,4
3681,1,E,disgust,fear,2
3682,2,E,disgust,fear,5
3683,3,E,disgust,fear,1
3684,4,E,disgust,fear,4
3685,5,E,disgust,fear,3
3686,6,E,disgust,fear,1
3687,7,E,disgust,fear,4
3688,8,E,disgust,fear,4
3689,9,E,disgust,fear,3
3690,10,E,disgust,fear,5
3691,11,E,disgust,fear,3
3692,12,E,disgust,fear,4
3693,13,E,disgust,fear,5
3694,14,E,disgust,fear,2
3695,15,E,disgust,fear,3
3696,16,E,disgust,fear,1
3697,17,E,disgust,fear,2
3698,18,E,disgust,fear,5
3699,19,E,disgust,fear,4
3700,20,E,disgust,fear,1
3701,21,E,disgust,fear,1
3702,22,E,disgust,fear,2
3703,23,E,disgust,fear,2
3704,24,E,disgust,fear,5
3705,25,E,disgust,fear,2
3706,26,E,disgust,fear,5
3707,27,E,disgust,fear,5
3708,28,E,disgust,fear,1
3709,29,E,disgust,fear,1
3710,30,E,disgust,fear,2
3711,31,E,disgust,fear,7
3712,32,E,disgust,fear,5
3713,33,E,disgust,fear,3
3714,34,E,disgust,fear,3
3715,35,E,disgust,fear,4
3716,36,E,disgust,fear,3
3717,37,E,disgust,fear,1
3718,38,E,disgust,fear,1
3719,39,E,disgust,fear,1
3720,0,E,disgust,happiness,5
3721,1,E,disgust,happiness,1
3722,2,E,disgust,happiness,2
3723,3,E,disgust,happiness,1
3724,4,E,disgust,happiness,1
3725,5,E,disgust,happiness,1
3726,6,E,disgust,happiness,1
3727,7,E,disgust,happiness,3
3728,8,E,disgust,happiness,1
3729,9,E,disgust,happiness,1
3730,10,E,disgust,happiness,1
3731,11,E,disgust,happiness,3
3732,12,E,disgust,happiness,3
3733,13,E,disgust,happiness,3
3734,14,E,disgust,happiness,1
3735,15,E,disgust,happiness,1
3736,16,E,disgust,happiness,1
3737,17,E,disgust,happiness,1
3738,18,E,disgust,happiness,1
3739,19,E,disgust,happiness,1
3740,20,E,disgust,happiness,1
3741,21,E,disgust,happiness,1
3742,22,E,disgust,happiness,1
3743,23,E,disgust,happiness,1
3744,24,E,disgust,happiness,1
3745,25,E,disgust,happiness,1
3746,26,E,disgust,happiness,3
3747,27,E,disgust,happiness,1
3748,28,E,disgust,happiness,1
3749,29,E,disgust,happiness,1
3750,30,E,disgust,happiness,2
3751,31,E,disgust,happiness,2
3752,32,E,disgust,happiness,1
3753,33,E,disgust,happiness,1
3754,34,E,disgust,happiness,1
3755,35,E,disgust,happiness,1
3756,36,E,disgust,happiness,1
3757,37,E,disgust,happiness,1
3758,38,E,disgust,happiness,1
3759,39,E,disgust,happiness,1
3760,0,E,disgust,sadness,6
3761,1,E,disgust,sadness,1
3762,2,E,disgust,sadness,4
3763,3,E,disgust,sadness,1
3764,4,E,disgust,sadness,3
3765,5,E,disgust,sadness,7
3766,6,E,disgust,sadness,1
3767,7,E,disgust,sadness,4
3768,8,E,disgust,sadness,5
3769,9,E,disgust,sadness,2
3770,10,E,disgust,sadness,1
3771,11,E,disgust,sadness,2
3772,12,E,disgust,sadness,4
3773,13,E,disgust,sadness,4
3774,14,E,disgust,sadness,1
3775,15,E,disgust,sadness,2
3776,16,E,disgust,sadness,7
3777,17,E,disgust,sadness,1
3778,18,E,disgust,sadness,4
3779,19,E,disgust,sadness,1
3780,20,E,disgust,sadness,2
3781,21,E,disgust,sadness,1
3782,22,E,disgust,sadness,2
3783,23,E,disgust,sadness,2
3784,24,E,disgust,sadness,1
3785,25,E,disgust,sadness,2
3786,26,E,disgust,sadness,5
3787,27,E,disgust,sadness,5
3788,28,E,disgust,sadness,2
3789,29,E,disgust,sadness,1
3790,30,E,disgust,sadness,1
3791,31,E,disgust,sadness,4
3792,32,E,disgust,sadness,5
3793,33,E,disgust,sadness,1
3794,34,E,disgust,sadness,5
3795,35,E,disgust,sadness,2
3796,36,E,disgust,sadness,3
3797,37,E,disgust,sadness,1
3798,38,E,disgust,sadness,1
3799,39,E,disgust,sadness,2
3800,0,E,disgust,surprise,5
3801,1,E,disgust,surprise,1
3802,2,E,disgust,surprise,5
3803,3,E,disgust,surprise,1
3804,4,E,disgust,surprise,4
3805,5,E,disgust,surprise,2
3806,6,E,disgust,surprise,1
3807,7,E,disgust,surprise,4
3808,8,E,disgust,surprise,5
3809,9,E,disgust,surprise,3
3810,10,E,disgust,surprise,1
3811,11,E,disgust,surprise,2
3812,12,E,disgust,surprise,3
3813,13,E,disgust,surprise,4
3814,14,E,disgust,surprise,1
3815,15,E,disgust,surprise,2
3816,16,E,disgust,surprise,1
3817,17,E,disgust,surprise,1
3818,18,E,disgust,surprise,4
3819,19,E,disgust,surprise,2
3820,20,E,disgust,surprise,2
3821,21,E,disgust,surprise,1
3822,22,E,disgust,surprise,2
3823,23,E,disgust,surprise,3
3824,24,E,disgust,surprise,1
3825,25,E,disgust,surprise,1
3826,26,E,disgust,surprise,5
3827,27,E,disgust,surprise,1
3828,28,E,disgust,surprise,1
3829,29,E,disgust,surprise,1
3830,30,E,disgust,surprise,4
3831,31,E,disgust,surprise,5
3832,32,E,disgust,surprise,4
3833,33,E,disgust,surprise,2
3834,34,E,disgust,surprise,2
3835,35,E,disgust,surprise,1
3836,36,E,disgust,surprise,2
3837,37,E,disgust,surprise,1
3838,38,E,disgust,surprise,1
3839,39,E,disgust,surprise,1
3840,0,E,disgust,disgust,5
3841,1,E,disgust,disgust,5
3842,2,E,disgust,disgust,6
3843,3,E,disgust,disgust,1
3844,4,E,disgust,disgust,5
3845,5,E,disgust,disgust,3
3846,6,E,disgust,disgust,6
3847,7,E,disgust,disgust,4
3848,8,E,disgust,disgust,6
3849,9,E,disgust,disgust,5
3850,10,E,disgust,disgust,5
3851,11,E,disgust,disgust,3
3852,12,E,disgust,disgust,5
3853,13,E,disgust,disgust,4
3854,14,E,disgust,disgust,6
3855,15,E,disgust,disgust,3
3856,16,E,disgust,disgust,4
3857,17,E,disgust,disgust,7
3858,18,E,disgust,disgust,6
3859,19,E,disgust,disgust,7
3860,20,E,disgust,disgust,3
3861,21,E,disgust,disgust,4
3862,22,E,disgust,disgust,6
3863,23,E,disgust,disgust,3
3864,24,E,disgust,disgust,4
3865,25,E,disgust,disgust,6
3866,26,E,disgust,disgust,6
3867,27,E,disgust,disgust,6
3868,28,E,disgust,disgust,3
3869,29,E,disgust,disgust,1
3870,30,E,disgust,disgust,3
3871,31,E,disgust,disgust,5
3872,32,E,disgust,disgust,6
3873,33,E,disgust,disgust,5
3874,34,E,disgust,disgust,5
3875,35,E,disgust,disgust,3
3876,36,E,disgust,disgust,4
3877,37,E,disgust,disgust,7
3878,38,E,disgust,disgust,6
3879,39,E,disgust,disgust,6
3880,0,E,disgust,neutral,4
3881,1,E,disgust,neutral,5
3882,2,E,disgust,neutral,2
3883,3,E,disgust,neutral,1
3884,4,E,disgust,neutral,1
3885,5,E,disgust,neutral,1
3886,6,E,disgust,neutral,1
3887,7,E,disgust,neutral,4
3888,8,E,disgust,neutral,4
3889,9,E,disgust,neutral,1
3890,10,E,disgust,neutral,1
3891,11,E,disgust,neutral,3
3892,12,E,disgust,neutral,3
3893,13,E,disgust,neutral,2
3894,14,E,disgust,neutral,1
3895,15,E,disgust,neutral,1
3896,16,E,disgust,neutral,1
3897,17,E,disgust,neutral,1
3898,18,E,disgust,neutral,1
3899,19,E,disgust,neutral,6
3900,20,E,disgust,neutral,1
3901,21,E,disgust,neutral,1
3902,22,E,disgust,neutral,1
3903,23,E,disgust,neutral,2
3904,24,E,disgust,neutral,1
3905,25,E,disgust,neutral,2
3906,26,E,disgust,neutral,2
3907,27,E,disgust,neutral,1
3908,28,E,disgust,neutral,3
3909,29,E,disgust,neutral,1
3910,30,E,disgust,neutral,2
3911,31,E,disgust,neutral,1
3912,32,E,disgust,neutral,2
3913,33,E,disgust,neutral,1
3914,34,E,disgust,neutral,1
3915,35,E,disgust,neutral,1
3916,36,E,disgust,neutral,1
3917,37,E,disgust,neutral,1
3918,38,E,disgust,neutral,1
3919,39,E,disgust,neutral,1
3920,0,Prototype,fear,anger,3
3921,1,Prototype,fear,anger,5
3922,2,Prototype,fear,anger,7
3923,3,Prototype,fear,anger,4
3924,4,Prototype,fear,anger,5
3925,5,Prototype,fear,anger,4
3926,6,Prototype,fear,anger,6
3927,7,Prototype,fear,anger,5
3928,8,Prototype,fear,anger,6
3929,9,Prototype,fear,anger,3
3930,10,Prototype,fear,anger,5
3931,11,Prototype,fear,anger,5
3932,12,Prototype,fear,anger,4
3933,13,Prototype,fear,anger,5
3934,14,Prototype,fear,anger,2
3935,15,Prototype,fear,anger,4
3936,16,Prototype,fear,anger,5
3937,17,Prototype,fear,anger,2
3938,18,Prototype,fear,anger,4
3939,19,Prototype,fear,anger,3
3940,20,Prototype,fear,anger,1
3941,21,Prototype,fear,anger,5
3942,22,Prototype,fear,anger,2
3943,23,Prototype,fear,anger,5
3944,24,Prototype,fear,anger,5
3945,25,Prototype,fear,anger,5
3946,26,Prototype,fear,anger,6
3947,27,Prototype,fear,anger,2
3948,28,Prototype,fear,anger,1
3949,29,Prototype,fear,anger,2
3950,30,Prototype,fear,anger,5
3951,31,Prototype,fear,anger,7
3952,32,Prototype,fear,anger,5
3953,33,Prototype,fear,anger,3
3954,34,Prototype,fear,anger,5
3955,35,Prototype,fear,anger,4
3956,36,Prototype,fear,anger,4
3957,37,Prototype,fear,anger,5
3958,38,Prototype,fear,anger,2
3959,39,Prototype,fear,anger,1
3960,0,Prototype,fear,fear,6
3961,1,Prototype,fear,fear,2
3962,2,Prototype,fear,fear,5
3963,3,Prototype,fear,fear,1
3964,4,Prototype,fear,fear,5
3965,5,Prototype,fear,fear,5
3966,6,Prototype,fear,fear,3
3967,7,Prototype,fear,fear,3
3968,8,Prototype,fear,fear,3
3969,9,Prototype,fear,fear,3
3970,10,Prototype,fear,fear,4
3971,11,Prototype,fear,fear,2
3972,12,Prototype,fear,fear,2
3973,13,Prototype,fear,fear,3
3974,14,Prototype,fear,fear,1
3975,15,Prototype,fear,fear,3
3976,16,Prototype,fear,fear,3
3977,17,Prototype,fear,fear,2
3978,18,Prototype,fear,fear,5
3979,19,Prototype,fear,fear,1
3980,20,Prototype,fear,fear,1
3981,21,Prototype,fear,fear,2
3982,22,Prototype,fear,fear,2
3983,23,Prototype,fear,fear,2
3984,24,Prototype,fear,fear,4
3985,25,Prototype,fear,fear,3
3986,26,Prototype,fear,fear,5
3987,27,Prototype,fear,fear,4
3988,28,Prototype,fear,fear,1
3989,29,Prototype,fear,fear,3
3990,30,Prototype,fear,fear,3
3991,31,Prototype,fear,fear,4
3992,32,Prototype,fear,fear,4
3993,33,Prototype,fear,fear,2
3994,34,Prototype,fear,fear,2
3995,35,Prototype,fear,fear,3
3996,36,Prototype,fear,fear,4
3997,37,Prototype,fear,fear,1
3998,38,Prototype,fear,fear,4
3999,39,Prototype,fear,fear,1
4000,0,Prototype,fear,happiness,4
4001,1,Prototype,fear,happiness,4
4002,2,Prototype,fear,happiness,2
4003,3,Prototype,fear,happiness,1
4004,4,Prototype,fear,happiness,1
4005,5,Prototype,fear,happiness,1
4006,6,Prototype,fear,happiness,1
4007,7,Prototype,fear,happiness,3
4008,8,Prototype,fear,happiness,1
4009,9,Prototype,fear,happiness,1
4010,10,Prototype,fear,happiness,1
4011,11,Prototype,fear,happiness,2
4012,12,Prototype,fear,happiness,2
4013,13,Prototype,fear,happiness,1
4014,14,Prototype,fear,happiness,1
4015,15,Prototype,fear,happiness,1
4016,16,Prototype,fear,happiness,1
4017,17,Prototype,fear,happiness,1
4018,18,Prototype,fear,happiness,1
