,anger,disgust,fear,happiness,sadness,surprise,neutral,input
0,0.008392482,0.0048484555,0.10591334,0.0016839074,0.8743382,0.0016702862,0.003153377,image_analysis/sadness/2021_12_23_16_11_40_sadness_972.png
