,anger,disgust,fear,happiness,sadness,surprise,neutral,input
0,0.00049765623,0.00036549856,0.00028914202,0.024671173,0.0050912807,0.013658982,0.9554262,image_analysis/prototypeFacialExpressions/2022_01_07_16_08_20_neutral2.png
