,anger,disgust,fear,happiness,sadness,surprise,neutral,input
0,0.0007950839,0.00091726176,0.0006970398,0.011548506,0.0047077434,0.014098374,0.96723604,image_analysis/prototypeFacialExpressions/2022_01_07_16_08_39_disgust2.png
