,frame,FaceRectX,FaceRectY,FaceRectWidth,FaceRectHeight,FaceScore,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,x_33,x_34,x_35,x_36,x_37,x_38,x_39,x_40,x_41,x_42,x_43,x_44,x_45,x_46,x_47,x_48,x_49,x_50,x_51,x_52,x_53,x_54,x_55,x_56,x_57,x_58,x_59,x_60,x_61,x_62,x_63,x_64,x_65,x_66,x_67,y_0,y_1,y_2,y_3,y_4,y_5,y_6,y_7,y_8,y_9,y_10,y_11,y_12,y_13,y_14,y_15,y_16,y_17,y_18,y_19,y_20,y_21,y_22,y_23,y_24,y_25,y_26,y_27,y_28,y_29,y_30,y_31,y_32,y_33,y_34,y_35,y_36,y_37,y_38,y_39,y_40,y_41,y_42,y_43,y_44,y_45,y_46,y_47,y_48,y_49,y_50,y_51,y_52,y_53,y_54,y_55,y_56,y_57,y_58,y_59,y_60,y_61,y_62,y_63,y_64,y_65,y_66,y_67,AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU11,AU12,AU14,AU15,AU17,AU20,AU23,AU24,AU25,AU26,AU28,AU43,Pitch,Roll,Yaw,anger,disgust,fear,happiness,sadness,surprise,neutral,input
0,0.0,194.63157653808594,96.44933319091797,251.2688446044922,342.18267822265625,0.9997394680976868,185.0153454989195,187.10032268613577,192.302180737257,199.8461658358574,212.68924036622047,233.41919347643852,259.5923353433609,287.9585581421852,318.0730354785919,347.7318185567856,375.2120246887207,401.74584913253784,422.5727264881134,435.7706423997879,443.685453414917,449.11679327487946,451.7957329750061,210.01355877518654,226.71375745534897,248.21060824394226,270.06339395046234,290.3029206395149,346.71719658374786,367.48407793045044,388.81598019599915,409.7209441661835,425.89403569698334,318.21875935792923,317.8694666624069,317.8168779015541,317.56137734651566,290.8033103942871,303.43935549259186,317.2929703593254,331.2313140630722,343.7645937204361,230.8735302388668,247.76656037569046,265.7683511376381,280.84466594457626,264.81099808216095,246.68162804841995,355.22231936454773,371.0035197734833,389.12290847301483,404.57278978824615,389.9525202512741,372.2744883298874,270.309876203537,290.0823322534561,307.3225175142288,317.5197869539261,328.4191519021988,345.0386403799057,363.29323160648346,346.3525583744049,329.93523466587067,317.5896922945976,305.63938015699387,288.47214233875275,276.21828603744507,306.4863895177841,317.41636449098587,328.9253828525543,357.13128328323364,329.3992667198181,317.6195102930069,306.43283772468567,228.1799631714821,262.3369438648224,296.67307555675507,330.1547906398773,360.74710297584534,386.4727543592453,406.5191615819931,421.50525736808777,425.9780831336975,420.81777834892273,406.4218863248825,386.9129410982132,362.4949074983597,332.61039686203003,299.47155725955963,265.91575169563293,232.66376930475235,216.29821532964706,205.95184689760208,203.59858310222626,206.8872572183609,214.01392084360123,213.06280499696732,206.4693462252617,203.31843972206116,205.68631100654602,216.30951970815659,242.2824633717537,262.48525083065033,281.6279557943344,301.049094080925,321.6512699127197,324.9448581933975,327.34453654289246,325.2369179725647,322.30764389038086,245.41218316555023,238.30022603273392,238.9705774784088,250.87541109323502,255.33731949329376,254.69005382061005,250.89510375261307,239.09231555461884,238.64676463603973,246.74132066965103,254.78410696983337,255.6447877883911,358.4895033836365,356.5918618440628,354.60549533367157,357.8339214324951,354.87660241127014,357.64792120456696,358.70489859580994,371.48350846767426,378.0666888952255,379.33448934555054,378.0690289735794,371.37339878082275,359.3376557826996,363.1766803264618,364.9222527742386,363.3933355808258,360.07127034664154,364.73978066444397,366.10897850990295,364.68511283397675,0.2025866025992048,0.1945432141925092,0.3807767310266405,0.1784020537398894,0.12011379031676192,0.3275622631963505,0.12928113981404843,0.16211284521101907,0.37699127003929,0.15404331186071515,0.6709324203418642,0.2920731660499698,0.5047321326660665,0.10053078432847769,0.5064358930451419,0.774312353441773,0.10183229913907306,0.054820436488273304,0.4372533380296185,0.13203821208432984,0.1312762265546539,0.5072874610342076,1.6514151273292665,0.00049765623,0.00036549856,0.00028914202,0.024671173,0.0050912807,0.013658982,0.9554262,image_analysis/prototypeFacialExpressions/2022_01_07_16_08_20_neutral2.png
