,anger,disgust,fear,happiness,sadness,surprise,neutral,input
0,0.070583045,0.01583025,0.0071223387,0.0071715596,0.024181906,0.023290413,0.85182047,image_analysis/prototypeFacialExpressions/2022_01_07_16_08_32_anger2.png
