,anger,disgust,fear,happiness,sadness,surprise,neutral,input
0,0.027752396,0.2548869,0.122993834,0.059828103,0.06274829,0.34873617,0.12305435,image_analysis/prototypeFacialExpressions/2022_01_07_16_08_46_fear2.png
