,anger,disgust,fear,happiness,sadness,surprise,neutral,input
0,0.001872398,0.0012292615,0.00030796538,0.73223853,0.0069609666,0.0011406146,0.2562502,image_analysis/prototypeFacialExpressions/2022_01_07_16_08_53_happiness2.png
