,anger,disgust,fear,happiness,sadness,surprise,neutral,input
0,0.008196185,0.02816727,0.018579556,0.018834503,0.25195515,0.054593585,0.6196738,image_analysis/prototypeFacialExpressions/2022_01_07_16_09_01_sadness2.png
