buttonBox.started,buttonBox.keys,buttonBox.rt,participant,session,date,expName,psychopyVersion,frameRate,
5.943831900000077,[4],[0.34949520000009215],710498,001,2023-11-05_22h19.18.361,cedrustest,2022.2.5,60.36791831481633,
