buttonBox.started,buttonBox.keys,buttonBox.rt,participant,session,date,expName,psychopyVersion,frameRate,
16.430119900000136,1,2.0358152000007976,890547,001,2023-11-05_22h13.19.167,cedrustest,2022.2.5,59.96897205430695,
