buttonBox.started,buttonBox.keys,buttonBox.rt,participant,session,date,expName,psychopyVersion,frameRate,
5.59990690000086,[3],[0.3948932999992394],581359,001,2023-11-05_22h20.14.145,cedrustest,2022.2.5,59.768433182188396,
