buttonBox.started,buttonBox.keys,buttonBox.rt,participant,session,date,expName,psychopyVersion,frameRate,
6.058542000000671,[3],[0.6249191999995674],586215,001,2023-11-05_22h17.57.304,cedrustest,2022.2.5,60.000096000011474,
