buttonBox.started,buttonBox.keys,buttonBox.rt,participant,session,date,expName,psychopyVersion,frameRate,
30.052689300000566,[0],[0.8020534999996016],688546,001,2023-11-05_22h18.55.338,cedrustest,2022.2.5,59.96749761663291,
