buttonBox.started,buttonBox.keys,buttonBox.rt,participant,session,date,expName,psychopyVersion,frameRate,
7.411373700000013,[3],[1.2119592000000239],412107,001,2023-11-05_22h37.15.488,cedrustest,2022.2.5,59.771719847540716,
