buttonBox.started,buttonBox.keys,buttonBox.rt,participant,session,date,expName,psychopyVersion,frameRate,
5.821144399998957,[1],[4.901130000000194],159908,001,2023-11-05_22h19.56.609,cedrustest,2022.2.5,59.44257134300799,
