2024-03-27 12:58:49,573 | INFO | Opened serial port /dev/ttyUSB1
2024-03-27 13:05:37,069 | INFO | Shuffle the conditionsProAnger: [(39, 0, 1), (41, 1, 12), (39, 3, 4), (39, 4, 5), (40, 1, 7), (40, 3, 9), (41, 4, 15), (40, 2, 8), (39, 2, 3), (39, 0, 1), (41, 2, 13), (40, 4, 10), (40, 0, 6), (41, 0, 11), (39, 1, 2), (41, 3, 14)]
2024-03-27 13:05:37,069 | INFO | Received the serial number 1, index 1, trial number 1, prototype anger, duration 975ms, duration type 39, exp type 0
2024-03-27 13:05:40,089 | INFO | Received the serial number 0, neutral state.
2024-03-27 13:05:47,584 | INFO | Shuffle the conditionsBOAnger: [(39, 0, 1), (39, 2, 3), (41, 0, 11), (40, 0, 6), (40, 4, 10), (41, 4, 15), (39, 3, 4), (40, 1, 7), (39, 0, 1), (41, 1, 12), (39, 4, 5), (41, 3, 14), (41, 2, 13), (40, 2, 8), (40, 3, 9), (39, 1, 2)]
2024-03-27 13:05:47,584 | INFO | Received the serial number 2, index 1, trial number 1, BO anger, duration 975ms, duration type 39, exp type 0
2024-03-27 13:05:50,604 | INFO | Received the serial number 0, neutral state.
2024-03-27 13:05:58,362 | INFO | Shuffle the conditionsProHappy: [(39, 0, 1), (39, 2, 3), (40, 3, 9), (41, 4, 15), (40, 1, 7), (39, 3, 4), (39, 4, 5), (39, 0, 1), (40, 2, 8), (40, 4, 10), (41, 0, 11), (39, 1, 2), (40, 0, 6), (41, 2, 13), (41, 3, 14), (41, 1, 12)]
2024-03-27 13:05:58,363 | INFO | Received the serial number 3, index 1, trial number 1, prototype happiness, duration 975ms, duration type 39, exp type 0
2024-03-27 13:06:01,384 | INFO | Received the serial number 0, neutral state.
2024-03-27 13:06:09,141 | INFO | Shuffle the conditionBOHappy: [(39, 0, 1), (39, 0, 1), (41, 0, 11), (41, 3, 14), (41, 4, 15), (39, 2, 3), (40, 1, 7), (41, 2, 13), (40, 0, 6), (39, 1, 2), (39, 4, 5), (39, 3, 4), (41, 1, 12), (40, 3, 9), (40, 4, 10), (40, 2, 8)]
2024-03-27 13:06:09,141 | INFO | Received the serial number 4, index 1, trial number 1, BO happiness, duration 975ms, duration type 39, exp type 0
2024-03-27 13:06:12,162 | INFO | Received the serial number 0, neutral state.
2024-03-27 13:06:57,767 | INFO | Received the serial number 3, index 3, trial number 2, prototype happiness, duration 975ms, duration type 39, exp type 2
2024-03-27 13:07:00,784 | INFO | Received the serial number 0, neutral state.
2024-03-27 13:07:08,283 | INFO | Received the serial number 3, index 9, trial number 3, prototype happiness, duration 1000ms, duration type 40, exp type 3
2024-03-27 13:07:11,331 | INFO | Received the serial number 0, neutral state.
2024-03-27 13:07:19,061 | INFO | Received the serial number 1, index 12, trial number 2, prototype anger, duration 1025ms, duration type 41, exp type 1
2024-03-27 13:07:22,131 | INFO | Received the serial number 0, neutral state.
2024-03-27 13:07:29,840 | INFO | Received the serial number 4, index 1, trial number 2, BO happiness, duration 975ms, duration type 39, exp type 0
2024-03-27 13:07:32,861 | INFO | Received the serial number 0, neutral state.
2024-03-27 13:07:41,618 | INFO | Received the serial number 1, index 4, trial number 3, prototype anger, duration 975ms, duration type 39, exp type 3
2024-03-27 13:07:44,637 | INFO | Received the serial number 0, neutral state.
2024-03-27 13:07:52,896 | INFO | Received the serial number 4, index 11, trial number 3, BO happiness, duration 1025ms, duration type 41, exp type 0
2024-03-27 13:07:55,973 | INFO | Received the serial number 0, neutral state.
2024-03-27 13:08:03,674 | INFO | Received the serial number 4, index 14, trial number 4, BO happiness, duration 1025ms, duration type 41, exp type 3
2024-03-27 13:08:06,748 | INFO | Received the serial number 0, neutral state.
2024-03-27 13:08:14,703 | INFO | Received the serial number 1, index 5, trial number 4, prototype anger, duration 975ms, duration type 39, exp type 4
2024-03-27 13:08:17,725 | INFO | Received the serial number 0, neutral state.
2024-03-27 13:08:26,231 | INFO | Received the serial number 2, index 3, trial number 2, BO anger, duration 975ms, duration type 39, exp type 2
2024-03-27 13:08:29,254 | INFO | Received the serial number 0, neutral state.
2024-03-27 13:08:37,509 | INFO | Received the serial number 3, index 15, trial number 4, prototype happiness, duration 1025ms, duration type 41, exp type 4
2024-03-27 13:08:40,585 | INFO | Received the serial number 0, neutral state.
2024-03-27 13:08:48,288 | INFO | Received the serial number 3, index 7, trial number 5, prototype happiness, duration 1000ms, duration type 40, exp type 1
2024-03-27 13:08:51,334 | INFO | Received the serial number 0, neutral state.
2024-03-27 13:08:59,066 | INFO | Received the serial number 1, index 7, trial number 5, prototype anger, duration 1000ms, duration type 40, exp type 1
2024-03-27 13:09:02,113 | INFO | Received the serial number 0, neutral state.
2024-03-27 13:09:09,595 | INFO | Received the serial number 2, index 11, trial number 3, BO anger, duration 1025ms, duration type 41, exp type 0
2024-03-27 13:09:12,672 | INFO | Received the serial number 0, neutral state.
2024-03-27 13:09:20,623 | INFO | Received the serial number 3, index 4, trial number 6, prototype happiness, duration 975ms, duration type 39, exp type 3
2024-03-27 13:09:23,646 | INFO | Received the serial number 0, neutral state.
2024-03-27 13:09:32,152 | INFO | Received the serial number 2, index 6, trial number 4, BO anger, duration 1000ms, duration type 40, exp type 0
2024-03-27 13:09:35,205 | INFO | Received the serial number 0, neutral state.
2024-03-27 13:09:43,180 | INFO | Received the serial number 4, index 15, trial number 5, BO happiness, duration 1025ms, duration type 41, exp type 4
2024-03-27 13:09:46,255 | INFO | Received the serial number 0, neutral state.
2024-03-27 13:09:53,708 | INFO | Received the serial number 3, index 5, trial number 7, prototype happiness, duration 975ms, duration type 39, exp type 4
2024-03-27 13:09:56,729 | INFO | Received the serial number 0, neutral state.
2024-03-27 13:10:05,736 | INFO | Received the serial number 1, index 9, trial number 6, prototype anger, duration 1000ms, duration type 40, exp type 3
2024-03-27 13:10:08,785 | INFO | Received the serial number 0, neutral state.
2024-03-27 13:10:16,265 | INFO | Received the serial number 1, index 15, trial number 7, prototype anger, duration 1025ms, duration type 41, exp type 4
2024-03-27 13:10:19,342 | INFO | Received the serial number 0, neutral state.
2024-03-27 13:10:28,293 | INFO | Received the serial number 4, index 3, trial number 6, BO happiness, duration 975ms, duration type 39, exp type 2
2024-03-27 13:10:31,316 | INFO | Received the serial number 0, neutral state.
2024-03-27 13:10:39,071 | INFO | Received the serial number 2, index 10, trial number 5, BO anger, duration 1000ms, duration type 40, exp type 4
2024-03-27 13:10:42,119 | INFO | Received the serial number 0, neutral state.
2024-03-27 13:10:49,599 | INFO | Received the serial number 2, index 15, trial number 6, BO anger, duration 1025ms, duration type 41, exp type 4
2024-03-27 13:10:52,675 | INFO | Received the serial number 0, neutral state.
2024-03-27 13:11:00,128 | INFO | Received the serial number 3, index 1, trial number 8, prototype happiness, duration 975ms, duration type 39, exp type 0
2024-03-27 13:11:03,150 | INFO | Received the serial number 0, neutral state.
2024-03-27 13:11:11,157 | INFO | Received the serial number 2, index 4, trial number 7, BO anger, duration 975ms, duration type 39, exp type 3
2024-03-27 13:11:14,180 | INFO | Received the serial number 0, neutral state.
2024-03-27 13:11:23,185 | INFO | Received the serial number 2, index 7, trial number 8, BO anger, duration 1000ms, duration type 40, exp type 1
2024-03-27 13:11:26,238 | INFO | Received the serial number 0, neutral state.
2024-03-27 13:11:33,963 | INFO | Received the serial number 4, index 7, trial number 7, BO happiness, duration 1000ms, duration type 40, exp type 1
2024-03-27 13:11:37,015 | INFO | Received the serial number 0, neutral state.
2024-03-27 13:11:45,741 | INFO | Received the serial number 1, index 8, trial number 8, prototype anger, duration 1000ms, duration type 40, exp type 2
2024-03-27 13:11:48,791 | INFO | Received the serial number 0, neutral state.
2024-03-27 13:11:56,769 | INFO | Received the serial number 2, index 1, trial number 9, BO anger, duration 975ms, duration type 39, exp type 0
2024-03-27 13:11:59,794 | INFO | Received the serial number 0, neutral state.
2024-03-27 13:12:08,548 | INFO | Received the serial number 4, index 13, trial number 8, BO happiness, duration 1025ms, duration type 41, exp type 2
2024-03-27 13:12:11,629 | INFO | Received the serial number 0, neutral state.
2024-03-27 13:12:20,826 | INFO | Received the serial number 1, index 3, trial number 9, prototype anger, duration 975ms, duration type 39, exp type 2
2024-03-27 13:12:23,847 | INFO | Received the serial number 0, neutral state.
2024-03-27 13:12:32,104 | INFO | Received the serial number 4, index 6, trial number 9, BO happiness, duration 1000ms, duration type 40, exp type 0
2024-03-27 13:12:35,156 | INFO | Received the serial number 0, neutral state.
2024-03-27 13:12:44,132 | INFO | Received the serial number 3, index 8, trial number 9, prototype happiness, duration 1000ms, duration type 40, exp type 2
2024-03-27 13:12:47,182 | INFO | Received the serial number 0, neutral state.
2024-03-27 13:13:19,697 | INFO | Received the serial number 4, index 2, trial number 10, BO happiness, duration 975ms, duration type 39, exp type 1
2024-03-27 13:13:22,722 | INFO | Received the serial number 0, neutral state.
