2024-03-27 10:41:55,896 | INFO | Opened serial port /dev/ttyUSB1
2024-03-27 10:46:01,504 | INFO | Shuffle the conditionsProHappy: [(39, 0, 1), (40, 1, 7), (41, 1, 12), (39, 0, 1), (39, 3, 4), (41, 4, 15), (40, 2, 8), (41, 2, 13), (40, 0, 6), (40, 4, 10), (41, 0, 11), (39, 2, 3), (39, 1, 2), (40, 3, 9), (39, 4, 5), (41, 3, 14)]
2024-03-27 10:46:01,505 | INFO | Received the serial number 3, index 1, trial number 1, prototype happiness, duration 975ms, duration type 39, exp type 0
2024-03-27 10:46:04,525 | INFO | Received the serial number 0, neutral state.
2024-03-27 10:46:12,020 | INFO | Shuffle the conditionsProAnger: [(39, 0, 1), (41, 3, 14), (40, 0, 6), (41, 2, 13), (40, 4, 10), (40, 1, 7), (41, 4, 15), (41, 1, 12), (39, 1, 2), (40, 3, 9), (41, 0, 11), (39, 2, 3), (39, 3, 4), (40, 2, 8), (39, 4, 5), (39, 0, 1)]
2024-03-27 10:46:12,020 | INFO | Received the serial number 1, index 1, trial number 1, prototype anger, duration 975ms, duration type 39, exp type 0
2024-03-27 10:46:15,043 | INFO | Received the serial number 0, neutral state.
2024-03-27 10:46:22,798 | INFO | Shuffle the conditionsBOAnger: [(39, 0, 1), (41, 3, 14), (41, 1, 12), (39, 2, 3), (39, 0, 1), (40, 0, 6), (39, 3, 4), (40, 1, 7), (39, 4, 5), (39, 1, 2), (40, 3, 9), (41, 4, 15), (40, 4, 10), (41, 2, 13), (41, 0, 11), (40, 2, 8)]
2024-03-27 10:46:22,799 | INFO | Received the serial number 2, index 1, trial number 1, BO anger, duration 975ms, duration type 39, exp type 0
2024-03-27 10:46:25,819 | INFO | Received the serial number 0, neutral state.
2024-03-27 10:46:33,577 | INFO | Shuffle the conditionBOHappy: [(39, 0, 1), (40, 3, 9), (39, 4, 5), (40, 0, 6), (41, 3, 14), (39, 1, 2), (41, 4, 15), (40, 2, 8), (40, 4, 10), (41, 2, 13), (39, 0, 1), (41, 0, 11), (41, 1, 12), (39, 3, 4), (39, 2, 3), (40, 1, 7)]
2024-03-27 10:46:33,577 | INFO | Received the serial number 4, index 1, trial number 1, BO happiness, duration 975ms, duration type 39, exp type 0
2024-03-27 10:46:36,597 | INFO | Received the serial number 0, neutral state.
2024-03-27 10:47:34,831 | INFO | Received the serial number 4, index 9, trial number 2, BO happiness, duration 1000ms, duration type 40, exp type 3
2024-03-27 10:47:37,879 | INFO | Received the serial number 0, neutral state.
2024-03-27 10:47:45,346 | INFO | Received the serial number 1, index 14, trial number 2, prototype anger, duration 1025ms, duration type 41, exp type 3
2024-03-27 10:47:48,422 | INFO | Received the serial number 0, neutral state.
2024-03-27 10:47:56,125 | INFO | Received the serial number 1, index 6, trial number 3, prototype anger, duration 1000ms, duration type 40, exp type 0
2024-03-27 10:47:59,172 | INFO | Received the serial number 0, neutral state.
2024-03-27 10:48:06,903 | INFO | Received the serial number 4, index 5, trial number 3, BO happiness, duration 975ms, duration type 39, exp type 4
2024-03-27 10:48:09,927 | INFO | Received the serial number 0, neutral state.
2024-03-27 10:48:18,682 | INFO | Received the serial number 1, index 13, trial number 4, prototype anger, duration 1025ms, duration type 41, exp type 2
2024-03-27 10:48:21,755 | INFO | Received the serial number 0, neutral state.
2024-03-27 10:48:29,959 | INFO | Received the serial number 3, index 7, trial number 2, prototype happiness, duration 1000ms, duration type 40, exp type 1
2024-03-27 10:48:33,012 | INFO | Received the serial number 0, neutral state.
2024-03-27 10:48:40,738 | INFO | Received the serial number 2, index 14, trial number 2, BO anger, duration 1025ms, duration type 41, exp type 3
2024-03-27 10:48:43,812 | INFO | Received the serial number 0, neutral state.
2024-03-27 10:48:51,766 | INFO | Received the serial number 4, index 6, trial number 4, BO happiness, duration 1000ms, duration type 40, exp type 0
2024-03-27 10:48:54,818 | INFO | Received the serial number 0, neutral state.
2024-03-27 10:49:03,294 | INFO | Received the serial number 4, index 14, trial number 5, BO happiness, duration 1025ms, duration type 41, exp type 3
2024-03-27 10:49:06,371 | INFO | Received the serial number 0, neutral state.
2024-03-27 10:49:14,573 | INFO | Received the serial number 1, index 10, trial number 5, prototype anger, duration 1000ms, duration type 40, exp type 4
2024-03-27 10:49:17,625 | INFO | Received the serial number 0, neutral state.
2024-03-27 10:49:25,351 | INFO | Received the serial number 3, index 12, trial number 3, prototype happiness, duration 1025ms, duration type 41, exp type 1
2024-03-27 10:49:28,427 | INFO | Received the serial number 0, neutral state.
2024-03-27 10:49:36,129 | INFO | Received the serial number 2, index 12, trial number 3, BO anger, duration 1025ms, duration type 41, exp type 1
2024-03-27 10:49:39,205 | INFO | Received the serial number 0, neutral state.
2024-03-27 10:49:46,658 | INFO | Received the serial number 2, index 3, trial number 4, BO anger, duration 975ms, duration type 39, exp type 2
2024-03-27 10:49:49,682 | INFO | Received the serial number 0, neutral state.
2024-03-27 10:49:57,686 | INFO | Received the serial number 3, index 1, trial number 4, prototype happiness, duration 975ms, duration type 39, exp type 0
2024-03-27 10:50:00,705 | INFO | Received the serial number 0, neutral state.
2024-03-27 10:50:09,215 | INFO | Received the serial number 4, index 2, trial number 6, BO happiness, duration 975ms, duration type 39, exp type 1
2024-03-27 10:50:12,239 | INFO | Received the serial number 0, neutral state.
2024-03-27 10:50:20,243 | INFO | Received the serial number 1, index 7, trial number 6, prototype anger, duration 1000ms, duration type 40, exp type 1
2024-03-27 10:50:23,291 | INFO | Received the serial number 0, neutral state.
2024-03-27 10:50:30,771 | INFO | Received the serial number 3, index 4, trial number 5, prototype happiness, duration 975ms, duration type 39, exp type 3
2024-03-27 10:50:33,789 | INFO | Received the serial number 0, neutral state.
2024-03-27 10:50:42,800 | INFO | Received the serial number 3, index 15, trial number 6, prototype happiness, duration 1025ms, duration type 41, exp type 4
2024-03-27 10:50:45,872 | INFO | Received the serial number 0, neutral state.
2024-03-27 10:50:53,328 | INFO | Received the serial number 1, index 15, trial number 7, prototype anger, duration 1025ms, duration type 41, exp type 4
2024-03-27 10:50:56,403 | INFO | Received the serial number 0, neutral state.
2024-03-27 10:51:05,356 | INFO | Received the serial number 2, index 1, trial number 5, BO anger, duration 975ms, duration type 39, exp type 0
2024-03-27 10:51:08,379 | INFO | Received the serial number 0, neutral state.
2024-03-27 10:51:16,134 | INFO | Received the serial number 4, index 15, trial number 7, BO happiness, duration 1025ms, duration type 41, exp type 4
2024-03-27 10:51:19,212 | INFO | Received the serial number 0, neutral state.
2024-03-27 10:51:26,663 | INFO | Received the serial number 4, index 8, trial number 8, BO happiness, duration 1000ms, duration type 40, exp type 2
2024-03-27 10:51:29,712 | INFO | Received the serial number 0, neutral state.
2024-03-27 10:51:37,191 | INFO | Received the serial number 1, index 12, trial number 8, prototype anger, duration 1025ms, duration type 41, exp type 1
2024-03-27 10:51:40,269 | INFO | Received the serial number 0, neutral state.
2024-03-27 10:51:48,220 | INFO | Received the serial number 2, index 6, trial number 6, BO anger, duration 1000ms, duration type 40, exp type 0
2024-03-27 10:51:51,270 | INFO | Received the serial number 0, neutral state.
2024-03-27 10:52:00,248 | INFO | Received the serial number 3, index 8, trial number 7, prototype happiness, duration 1000ms, duration type 40, exp type 2
2024-03-27 10:52:03,302 | INFO | Received the serial number 0, neutral state.
2024-03-27 10:52:11,026 | INFO | Received the serial number 3, index 13, trial number 8, prototype happiness, duration 1025ms, duration type 41, exp type 2
2024-03-27 10:52:14,101 | INFO | Received the serial number 0, neutral state.
2024-03-27 10:52:22,804 | INFO | Received the serial number 1, index 2, trial number 9, prototype anger, duration 975ms, duration type 39, exp type 1
2024-03-27 10:52:25,827 | INFO | Received the serial number 0, neutral state.
2024-03-27 10:52:33,832 | INFO | Received the serial number 4, index 10, trial number 9, BO happiness, duration 1000ms, duration type 40, exp type 4
2024-03-27 10:52:36,884 | INFO | Received the serial number 0, neutral state.
2024-03-27 10:52:45,611 | INFO | Received the serial number 2, index 4, trial number 7, BO anger, duration 975ms, duration type 39, exp type 3
2024-03-27 10:52:48,635 | INFO | Received the serial number 0, neutral state.
2024-03-27 10:52:57,889 | INFO | Received the serial number 2, index 7, trial number 8, BO anger, duration 1000ms, duration type 40, exp type 1
2024-03-27 10:53:00,940 | INFO | Received the serial number 0, neutral state.
2024-03-27 10:53:09,167 | INFO | Received the serial number 3, index 6, trial number 9, prototype happiness, duration 1000ms, duration type 40, exp type 0
2024-03-27 10:53:12,214 | INFO | Received the serial number 0, neutral state.
2024-03-27 10:53:21,195 | INFO | Received the serial number 2, index 5, trial number 9, BO anger, duration 975ms, duration type 39, exp type 4
2024-03-27 10:53:24,221 | INFO | Received the serial number 0, neutral state.
2024-03-27 10:54:10,888 | INFO | Received the serial number 3, index 10, trial number 10, prototype happiness, duration 1000ms, duration type 40, exp type 4
2024-03-27 10:54:13,937 | INFO | Received the serial number 0, neutral state.
2024-03-27 10:54:21,903 | INFO | Received the serial number 4, index 13, trial number 10, BO happiness, duration 1025ms, duration type 41, exp type 2
2024-03-27 10:54:24,986 | INFO | Received the serial number 0, neutral state.
2024-03-27 10:54:32,682 | INFO | Received the serial number 2, index 2, trial number 10, BO anger, duration 975ms, duration type 39, exp type 1
2024-03-27 10:54:35,707 | INFO | Received the serial number 0, neutral state.
2024-03-27 10:54:43,960 | INFO | Received the serial number 2, index 9, trial number 11, BO anger, duration 1000ms, duration type 40, exp type 3
2024-03-27 10:54:47,011 | INFO | Received the serial number 0, neutral state.
2024-03-27 10:54:56,238 | INFO | Received the serial number 4, index 1, trial number 11, BO happiness, duration 975ms, duration type 39, exp type 0
2024-03-27 10:54:59,266 | INFO | Received the serial number 0, neutral state.
2024-03-27 10:55:07,016 | INFO | Received the serial number 3, index 11, trial number 11, prototype happiness, duration 1025ms, duration type 41, exp type 0
2024-03-27 10:55:10,093 | INFO | Received the serial number 0, neutral state.
2024-03-27 10:55:18,295 | INFO | Received the serial number 1, index 9, trial number 10, prototype anger, duration 1000ms, duration type 40, exp type 3
2024-03-27 10:55:21,344 | INFO | Received the serial number 0, neutral state.
2024-03-27 10:55:28,823 | INFO | Received the serial number 4, index 11, trial number 12, BO happiness, duration 1025ms, duration type 41, exp type 0
2024-03-27 10:55:31,904 | INFO | Received the serial number 0, neutral state.
2024-03-27 10:55:39,351 | INFO | Received the serial number 2, index 15, trial number 12, BO anger, duration 1025ms, duration type 41, exp type 4
2024-03-27 10:55:42,433 | INFO | Received the serial number 0, neutral state.
2024-03-27 10:55:50,130 | INFO | Received the serial number 3, index 3, trial number 12, prototype happiness, duration 975ms, duration type 39, exp type 2
2024-03-27 10:55:53,155 | INFO | Received the serial number 0, neutral state.
2024-03-27 10:56:01,408 | INFO | Received the serial number 1, index 11, trial number 11, prototype anger, duration 1025ms, duration type 41, exp type 0
2024-03-27 10:56:04,485 | INFO | Received the serial number 0, neutral state.
2024-03-27 10:56:12,187 | INFO | Received the serial number 2, index 10, trial number 13, BO anger, duration 1000ms, duration type 40, exp type 4
2024-03-27 10:56:15,239 | INFO | Received the serial number 0, neutral state.
2024-03-27 10:56:23,715 | INFO | Received the serial number 4, index 12, trial number 13, BO happiness, duration 1025ms, duration type 41, exp type 1
2024-03-27 10:56:26,797 | INFO | Received the serial number 0, neutral state.
2024-03-27 10:56:34,244 | INFO | Received the serial number 3, index 2, trial number 13, prototype happiness, duration 975ms, duration type 39, exp type 1
2024-03-27 10:56:37,267 | INFO | Received the serial number 0, neutral state.
2024-03-27 10:56:44,772 | INFO | Received the serial number 2, index 13, trial number 14, BO anger, duration 1025ms, duration type 41, exp type 2
2024-03-27 10:56:47,849 | INFO | Received the serial number 0, neutral state.
2024-03-27 10:56:55,301 | INFO | Received the serial number 4, index 4, trial number 14, BO happiness, duration 975ms, duration type 39, exp type 3
2024-03-27 10:56:58,326 | INFO | Received the serial number 0, neutral state.
2024-03-27 10:57:06,329 | INFO | Received the serial number 2, index 11, trial number 15, BO anger, duration 1025ms, duration type 41, exp type 0
2024-03-27 10:57:09,409 | INFO | Received the serial number 0, neutral state.
2024-03-27 10:57:18,357 | INFO | Received the serial number 3, index 9, trial number 14, prototype happiness, duration 1000ms, duration type 40, exp type 3
2024-03-27 10:57:21,413 | INFO | Received the serial number 0, neutral state.
