2024-03-28 13:20:22,201 | INFO | Opened serial port /dev/ttyUSB1
2024-03-28 13:20:52,235 | INFO | Shuffle the conditionBOHappy: [(39, 0, 1), (40, 2, 8), (40, 4, 10), (40, 0, 6), (41, 4, 15), (41, 1, 12), (41, 2, 13), (39, 3, 4), (41, 3, 14), (39, 0, 1), (39, 2, 3), (39, 1, 2), (40, 3, 9), (40, 1, 7), (41, 0, 11), (39, 4, 5)]
2024-03-28 13:20:52,236 | INFO | Received the serial number 4, index 1, trial number 1, BO happiness, duration 975ms, duration type 39, exp type 0
2024-03-28 13:20:55,255 | INFO | Received the serial number 0, neutral state.
2024-03-28 13:21:02,751 | INFO | Shuffle the conditionsProAnger: [(39, 0, 1), (40, 0, 6), (39, 2, 3), (39, 4, 5), (39, 1, 2), (40, 2, 8), (40, 3, 9), (41, 3, 14), (41, 4, 15), (39, 3, 4), (40, 4, 10), (40, 1, 7), (41, 2, 13), (39, 0, 1), (41, 1, 12), (41, 0, 11)]
2024-03-28 13:21:02,751 | INFO | Received the serial number 1, index 1, trial number 1, prototype anger, duration 975ms, duration type 39, exp type 0
2024-03-28 13:21:05,770 | INFO | Received the serial number 0, neutral state.
2024-03-28 13:21:13,529 | INFO | Shuffle the conditionsBOAnger: [(39, 0, 1), (41, 2, 13), (41, 3, 14), (41, 4, 15), (41, 1, 12), (41, 0, 11), (39, 1, 2), (39, 0, 1), (40, 2, 8), (39, 3, 4), (40, 4, 10), (39, 2, 3), (40, 1, 7), (40, 3, 9), (40, 0, 6), (39, 4, 5)]
2024-03-28 13:21:13,529 | INFO | Received the serial number 2, index 1, trial number 1, BO anger, duration 975ms, duration type 39, exp type 0
2024-03-28 13:21:16,551 | INFO | Received the serial number 0, neutral state.
2024-03-28 13:21:24,308 | INFO | Shuffle the conditionsProHappy: [(39, 0, 1), (39, 3, 4), (39, 4, 5), (40, 4, 10), (41, 1, 12), (41, 4, 15), (39, 0, 1), (40, 3, 9), (41, 0, 11), (39, 1, 2), (39, 2, 3), (40, 0, 6), (40, 1, 7), (41, 2, 13), (40, 2, 8), (41, 3, 14)]
2024-03-28 13:21:24,308 | INFO | Received the serial number 3, index 1, trial number 1, prototype happiness, duration 975ms, duration type 39, exp type 0
2024-03-28 13:21:27,325 | INFO | Received the serial number 0, neutral state.
