2024-03-28 14:58:54,238 | INFO | Opened serial port /dev/ttyUSB1
2024-03-28 15:03:04,642 | INFO | Shuffle the conditionsBOAnger: [(39, 0, 1), (39, 4, 5), (40, 4, 10), (39, 2, 3), (41, 4, 15), (41, 2, 13), (41, 1, 12), (41, 0, 11), (40, 1, 7), (40, 3, 9), (40, 2, 8), (40, 0, 6), (39, 0, 1), (41, 3, 14), (39, 3, 4), (39, 1, 2)]
2024-03-28 15:03:04,642 | INFO | Received the serial number 2, index 1, trial number 1, BO anger, duration 975ms, duration type 39, exp type 0
2024-03-28 15:03:07,662 | INFO | Received the serial number 0, neutral state.
2024-03-28 15:03:15,157 | INFO | Shuffle the conditionBOHappy: [(39, 0, 1), (39, 3, 4), (41, 4, 15), (39, 4, 5), (41, 1, 12), (39, 0, 1), (39, 2, 3), (39, 1, 2), (40, 1, 7), (41, 0, 11), (40, 0, 6), (41, 3, 14), (41, 2, 13), (40, 4, 10), (40, 3, 9), (40, 2, 8)]
2024-03-28 15:03:15,157 | INFO | Received the serial number 4, index 1, trial number 1, BO happiness, duration 975ms, duration type 39, exp type 0
2024-03-28 15:03:18,177 | INFO | Received the serial number 0, neutral state.
2024-03-28 15:03:25,935 | INFO | Shuffle the conditionsProAnger: [(39, 0, 1), (41, 3, 14), (39, 4, 5), (41, 4, 15), (40, 4, 10), (40, 0, 6), (39, 1, 2), (39, 0, 1), (40, 3, 9), (40, 2, 8), (41, 1, 12), (41, 2, 13), (39, 3, 4), (39, 2, 3), (40, 1, 7), (41, 0, 11)]
2024-03-28 15:03:25,936 | INFO | Received the serial number 1, index 1, trial number 1, prototype anger, duration 975ms, duration type 39, exp type 0
2024-03-28 15:03:28,957 | INFO | Received the serial number 0, neutral state.
2024-03-28 15:03:36,714 | INFO | Shuffle the conditionsProHappy: [(39, 0, 1), (39, 4, 5), (41, 4, 15), (40, 4, 10), (39, 1, 2), (40, 2, 8), (39, 2, 3), (40, 1, 7), (40, 3, 9), (41, 3, 14), (39, 3, 4), (39, 0, 1), (40, 0, 6), (41, 1, 12), (41, 2, 13), (41, 0, 11)]
2024-03-28 15:03:36,714 | INFO | Received the serial number 3, index 1, trial number 1, prototype happiness, duration 975ms, duration type 39, exp type 0
2024-03-28 15:03:39,734 | INFO | Received the serial number 0, neutral state.
2024-03-28 15:04:22,709 | INFO | Received the serial number 1, index 14, trial number 2, prototype anger, duration 1025ms, duration type 41, exp type 3
2024-03-28 15:04:25,780 | INFO | Received the serial number 0, neutral state.
2024-03-28 15:04:33,224 | INFO | Received the serial number 4, index 4, trial number 2, BO happiness, duration 975ms, duration type 39, exp type 3
2024-03-28 15:04:36,246 | INFO | Received the serial number 0, neutral state.
2024-03-28 15:04:44,003 | INFO | Received the serial number 3, index 5, trial number 2, prototype happiness, duration 975ms, duration type 39, exp type 4
2024-03-28 15:04:47,028 | INFO | Received the serial number 0, neutral state.
2024-03-28 15:04:54,781 | INFO | Received the serial number 2, index 5, trial number 2, BO anger, duration 975ms, duration type 39, exp type 4
2024-03-28 15:04:57,802 | INFO | Received the serial number 0, neutral state.
2024-03-28 15:05:06,560 | INFO | Received the serial number 3, index 15, trial number 3, prototype happiness, duration 1025ms, duration type 41, exp type 4
2024-03-28 15:05:09,634 | INFO | Received the serial number 0, neutral state.
2024-03-28 15:05:17,838 | INFO | Received the serial number 1, index 5, trial number 3, prototype anger, duration 975ms, duration type 39, exp type 4
2024-03-28 15:05:20,860 | INFO | Received the serial number 0, neutral state.
2024-03-28 15:05:28,616 | INFO | Received the serial number 4, index 15, trial number 3, BO happiness, duration 1025ms, duration type 41, exp type 4
2024-03-28 15:05:31,688 | INFO | Received the serial number 0, neutral state.
2024-03-28 15:05:39,644 | INFO | Received the serial number 2, index 10, trial number 3, BO anger, duration 1000ms, duration type 40, exp type 4
2024-03-28 15:05:42,694 | INFO | Received the serial number 0, neutral state.
2024-03-28 15:05:51,173 | INFO | Received the serial number 2, index 3, trial number 4, BO anger, duration 975ms, duration type 39, exp type 2
2024-03-28 15:05:54,193 | INFO | Received the serial number 0, neutral state.
