frame,face_id,timestamp,confidence,success,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c
12,0,0.367,0.98,1,0.15,0.11,0.94,0.00,0.12,2.21,0.00,0.89,0.76,1.47,0.00,0.09,0.00,0.00,0.00,0.08,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
13,0,0.400,0.98,1,0.02,0.02,0.90,0.00,0.12,2.19,0.00,0.78,0.76,1.45,0.00,0.13,0.05,0.00,0.10,0.15,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
14,0,0.433,0.98,1,0.00,0.00,0.95,0.00,0.14,1.97,0.00,0.85,0.78,1.48,0.00,0.12,0.05,0.00,0.15,0.21,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
15,0,0.467,0.98,1,0.00,0.04,0.98,0.00,0.15,1.91,0.00,0.91,0.75,1.52,0.00,0.06,0.16,0.00,0.16,0.14,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
16,0,0.500,0.98,1,0.00,0.04,1.07,0.00,0.16,1.78,0.00,0.88,0.77,1.60,0.00,0.08,0.17,0.00,0.15,0.13,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
17,0,0.533,0.98,1,0.00,0.15,1.05,0.00,0.10,1.72,0.00,0.86,0.75,1.65,0.00,0.13,0.17,0.02,0.14,0.19,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
18,0,0.567,0.98,1,0.09,0.28,0.99,0.00,0.08,1.55,0.00,0.90,0.76,1.68,0.00,0.13,0.06,0.02,0.22,0.27,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
19,0,0.600,0.98,1,0.16,0.45,0.93,0.00,0.05,1.49,0.00,0.99,0.74,1.70,0.00,0.13,0.00,0.02,0.18,0.24,0.06,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20,0,0.633,0.98,1,0.20,0.48,0.96,0.00,0.07,1.46,0.00,0.98,0.68,1.76,0.00,0.07,0.00,0.00,0.14,0.13,0.15,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
21,0,0.667,0.98,1,0.20,0.39,1.00,0.00,0.13,1.63,0.00,1.04,0.69,1.85,0.00,0.09,0.00,0.00,0.05,0.05,0.09,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
22,0,0.700,0.98,1,0.24,0.28,1.03,0.00,0.21,1.80,0.00,1.08,0.71,1.90,0.00,0.04,0.00,0.00,0.00,0.00,0.09,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
23,0,0.733,0.98,1,0.29,0.20,1.06,0.00,0.27,1.97,0.00,1.11,0.72,1.91,0.00,0.02,0.00,0.00,0.00,0.00,0.06,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
24,0,0.767,0.98,1,0.32,0.18,1.09,0.00,0.29,1.90,0.00,1.10,0.70,1.89,0.00,0.05,0.00,0.00,0.00,0.00,0.06,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
25,0,0.800,0.98,1,0.27,0.13,1.10,0.00,0.20,1.77,0.00,1.05,0.69,1.78,0.00,0.14,0.00,0.00,0.00,0.00,0.06,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
26,0,0.833,0.98,1,0.23,0.09,1.07,0.00,0.13,1.64,0.00,1.07,0.70,1.68,0.00,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
27,0,0.867,0.98,1,0.15,0.03,1.02,0.00,0.05,1.57,0.00,1.02,0.69,1.60,0.00,0.18,0.00,0.00,0.00,0.04,0.04,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
28,0,0.900,0.98,1,0.14,0.02,1.05,0.00,0.05,1.58,0.00,1.00,0.68,1.54,0.00,0.18,0.00,0.00,0.06,0.16,0.04,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
29,0,0.933,0.98,1,0.12,0.00,1.04,0.00,0.05,1.65,0.00,0.97,0.66,1.51,0.00,0.26,0.00,0.00,0.09,0.28,0.04,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
30,0,0.967,0.98,1,0.08,0.00,1.05,0.00,0.05,1.76,0.00,1.05,0.67,1.46,0.00,0.25,0.00,0.00,0.15,0.37,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
31,0,1.000,0.98,1,0.06,0.00,0.97,0.00,0.05,1.86,0.00,1.13,0.68,1.48,0.04,0.19,0.00,0.00,0.11,0.40,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
32,0,1.033,0.98,1,0.04,0.00,0.97,0.00,0.08,1.83,0.00,1.18,0.70,1.45,0.06,0.10,0.00,0.00,0.10,0.34,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
33,0,1.067,0.98,1,0.06,0.00,0.95,0.00,0.08,1.65,0.00,1.14,0.71,1.44,0.06,0.10,0.00,0.00,0.07,0.25,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
34,0,1.100,0.98,1,0.03,0.00,0.89,0.00,0.06,1.51,0.00,1.13,0.71,1.44,0.02,0.10,0.00,0.00,0.12,0.09,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
35,0,1.133,0.98,1,0.06,0.04,0.86,0.00,0.02,1.45,0.00,1.10,0.69,1.41,0.00,0.12,0.00,0.00,0.11,0.08,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
36,0,1.167,0.98,1,0.04,0.05,0.91,0.00,0.05,1.55,0.00,1.10,0.72,1.36,0.03,0.16,0.00,0.00,0.12,0.04,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
37,0,1.200,0.98,1,0.04,0.05,0.96,0.04,0.04,1.64,0.00,1.06,0.74,1.40,0.03,0.16,0.00,0.00,0.08,0.13,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
38,0,1.233,0.98,1,0.08,0.00,1.00,0.04,0.08,1.62,0.00,1.00,0.74,1.53,0.03,0.18,0.00,0.00,0.06,0.13,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39,0,1.267,0.98,1,0.12,0.03,0.99,0.04,0.11,1.66,0.00,0.99,0.72,1.55,0.04,0.14,0.00,0.00,0.05,0.13,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
40,0,1.300,0.98,1,0.18,0.03,1.08,0.00,0.21,1.56,0.00,1.03,0.71,1.48,0.09,0.17,0.00,0.00,0.10,0.06,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
41,0,1.333,0.98,1,0.18,0.03,0.99,0.00,0.27,1.55,0.00,1.11,0.71,1.44,0.14,0.13,0.00,0.00,0.17,0.02,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
42,0,1.367,0.98,1,0.19,0.00,0.94,0.00,0.30,1.48,0.00,1.13,0.72,1.48,0.13,0.08,0.02,0.00,0.14,0.02,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
43,0,1.400,0.98,1,0.22,0.00,0.85,0.00,0.25,1.41,0.00,1.09,0.68,1.64,0.08,0.01,0.02,0.00,0.08,0.01,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
44,0,1.433,0.98,1,0.17,0.00,0.91,0.00,0.20,1.30,0.00,1.08,0.66,1.73,0.05,0.00,0.12,0.00,0.02,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
45,0,1.467,0.98,1,0.17,0.00,0.88,0.00,0.18,1.30,0.00,1.18,0.65,1.76,0.02,0.00,0.12,0.00,0.09,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
46,0,1.500,0.98,1,0.09,0.00,0.89,0.00,0.20,1.31,0.00,1.23,0.65,1.66,0.02,0.01,0.15,0.00,0.10,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
47,0,1.533,0.98,1,0.07,0.00,0.90,0.00,0.21,1.32,0.00,1.29,0.67,1.59,0.02,0.02,0.05,0.00,0.09,0.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
48,0,1.567,0.98,1,0.01,0.00,0.91,0.00,0.20,1.34,0.00,1.28,0.68,1.47,0.03,0.05,0.02,0.00,0.04,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
49,0,1.600,0.98,1,0.01,0.00,0.92,0.00,0.21,1.51,0.00,1.39,0.69,1.55,0.04,0.05,0.01,0.00,0.04,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
50,0,1.633,0.98,1,0.00,0.01,0.91,0.00,0.22,1.64,0.00,1.35,0.67,1.59,0.06,0.03,0.06,0.00,0.03,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
51,0,1.667,0.98,1,0.00,0.01,0.98,0.00,0.23,1.63,0.00,1.32,0.63,1.69,0.05,0.02,0.08,0.00,0.01,0.05,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
52,0,1.700,0.98,1,0.00,0.01,1.04,0.00,0.25,1.64,0.02,1.16,0.61,1.64,0.03,0.10,0.07,0.00,0.02,0.09,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
53,0,1.733,0.98,1,0.00,0.00,1.15,0.00,0.29,1.74,0.02,1.17,0.60,1.64,0.00,0.18,0.02,0.00,0.04,0.09,0.04,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
54,0,1.767,0.98,1,0.00,0.00,1.10,0.00,0.30,1.82,0.02,1.14,0.57,1.69,0.08,0.26,0.00,0.00,0.04,0.12,0.04,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
55,0,1.800,0.98,1,0.00,0.00,1.11,0.00,0.35,1.88,0.01,1.18,0.57,1.73,0.12,0.29,0.00,0.00,0.01,0.19,0.04,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
56,0,1.833,0.98,1,0.00,0.00,1.08,0.00,0.39,1.87,0.01,1.20,0.58,1.73,0.17,0.34,0.00,0.01,0.00,0.17,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
57,0,1.867,0.98,1,0.00,0.00,1.17,0.00,0.42,1.84,0.01,1.24,0.60,1.64,0.15,0.40,0.02,0.01,0.05,0.12,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
58,0,1.900,0.98,1,0.00,0.00,1.23,0.00,0.42,1.91,0.00,1.30,0.59,1.58,0.14,0.43,0.03,0.01,0.09,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
59,0,1.933,0.98,1,0.00,0.00,1.23,0.00,0.44,2.08,0.00,1.28,0.57,1.53,0.17,0.42,0.04,0.00,0.15,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
60,0,1.967,0.98,1,0.00,0.00,1.26,0.00,0.45,2.47,0.03,1.27,0.53,1.54,0.13,0.36,0.06,0.01,0.14,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
61,0,2.000,0.98,1,0.00,0.00,1.19,0.00,0.49,2.57,0.08,1.30,0.52,1.53,0.22,0.26,0.08,0.01,0.12,0.00,0.01,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
62,0,2.033,0.98,1,0.00,0.00,1.21,0.03,0.52,2.58,0.14,1.35,0.52,1.54,0.26,0.26,0.11,0.03,0.12,0.09,0.10,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
63,0,2.067,0.98,1,0.00,0.00,1.10,0.03,0.54,2.37,0.18,1.42,0.50,1.52,0.30,0.30,0.07,0.04,0.16,0.15,0.14,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
64,0,2.100,0.98,1,0.00,0.00,1.08,0.03,0.53,2.24,0.18,1.48,0.51,1.52,0.23,0.36,0.03,0.04,0.22,0.19,0.13,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
65,0,2.133,0.98,1,0.00,0.00,0.95,0.05,0.52,2.23,0.19,1.54,0.49,1.48,0.14,0.35,0.06,0.04,0.20,0.11,0.04,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
66,0,2.167,0.98,1,0.00,0.00,0.96,0.05,0.53,2.11,0.18,1.55,0.51,1.45,0.08,0.29,0.10,0.02,0.17,0.05,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
67,0,2.200,0.98,1,0.00,0.00,1.00,0.05,0.54,2.06,0.27,1.48,0.48,1.39,0.03,0.25,0.10,0.02,0.09,0.02,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
68,0,2.233,0.98,1,0.00,0.00,1.07,0.00,0.51,1.93,0.34,1.37,0.47,1.43,0.00,0.22,0.04,0.01,0.05,0.09,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
69,0,2.267,0.98,1,0.00,0.00,1.05,0.03,0.51,2.02,0.38,1.28,0.44,1.51,0.02,0.20,0.00,0.02,0.03,0.22,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
70,0,2.300,0.98,1,0.00,0.00,0.97,0.03,0.52,2.06,0.28,1.27,0.46,1.60,0.02,0.12,0.02,0.02,0.07,0.21,0.08,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
71,0,2.333,0.98,1,0.00,0.00,0.85,0.04,0.55,2.12,0.19,1.29,0.47,1.61,0.04,0.08,0.02,0.02,0.17,0.21,0.16,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
72,0,2.367,0.98,1,0.00,0.00,0.78,0.02,0.52,1.99,0.15,1.33,0.49,1.57,0.06,0.05,0.02,0.03,0.25,0.21,0.29,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
73,0,2.400,0.98,1,0.00,0.00,0.82,0.02,0.45,2.03,0.17,1.32,0.48,1.44,0.06,0.05,0.00,0.06,0.26,0.33,0.34,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
74,0,2.433,0.98,1,0.00,0.00,0.91,0.01,0.40,1.87,0.16,1.33,0.48,1.38,0.06,0.02,0.01,0.05,0.25,0.38,0.33,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
75,0,2.467,0.98,1,0.00,0.00,0.98,0.00,0.38,1.93,0.12,1.31,0.47,1.41,0.02,0.04,0.04,0.04,0.19,0.39,0.26,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
76,0,2.500,0.98,1,0.00,0.00,0.96,0.02,0.37,1.83,0.06,1.30,0.47,1.43,0.02,0.10,0.07,0.02,0.26,0.40,0.26,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
77,0,2.533,0.98,1,0.00,0.00,0.97,0.03,0.37,1.83,0.01,1.23,0.47,1.48,0.00,0.17,0.08,0.04,0.20,0.37,0.28,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
78,0,2.567,0.98,1,0.00,0.00,0.98,0.03,0.36,1.76,0.00,1.19,0.47,1.47,0.03,0.22,0.05,0.04,0.19,0.31,0.23,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
79,0,2.600,0.98,1,0.00,0.00,1.02,0.00,0.40,1.79,0.00,1.17,0.48,1.51,0.03,0.23,0.03,0.05,0.07,0.19,0.28,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
80,0,2.633,0.98,1,0.00,0.00,1.00,0.06,0.45,1.92,0.03,1.15,0.48,1.51,0.05,0.19,0.00,0.04,0.04,0.08,0.29,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
81,0,2.667,0.98,1,0.00,0.00,0.98,0.18,0.50,2.21,0.06,1.17,0.50,1.53,0.06,0.13,0.00,0.04,0.04,0.04,0.38,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
82,0,2.700,0.98,1,0.00,0.00,0.97,0.25,0.51,2.40,0.07,1.17,0.48,1.54,0.06,0.14,0.00,0.04,0.04,0.07,0.32,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
83,0,2.733,0.98,1,0.00,0.00,1.01,0.25,0.48,2.41,0.05,1.24,0.50,1.52,0.07,0.20,0.00,0.06,0.04,0.07,0.37,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
84,0,2.767,0.98,1,0.00,0.00,0.98,0.18,0.46,2.32,0.03,1.27,0.48,1.50,0.04,0.23,0.00,0.10,0.02,0.04,0.42,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
85,0,2.800,0.98,1,0.00,0.00,0.98,0.18,0.44,2.24,0.06,1.27,0.49,1.56,0.08,0.19,0.00,0.13,0.02,0.03,0.44,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
86,0,2.833,0.98,1,0.00,0.00,0.96,0.17,0.47,2.30,0.10,1.23,0.46,1.61,0.13,0.16,0.00,0.13,0.03,0.07,0.48,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
87,0,2.867,0.98,1,0.00,0.00,1.01,0.14,0.50,2.26,0.13,1.23,0.45,1.64,0.20,0.17,0.00,0.10,0.03,0.13,0.55,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
