frame,face_id,timestamp,confidence,success,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c
11,0,0.333,0.98,1,0.00,0.00,0.00,0.02,1.61,2.07,0.00,1.03,2.12,1.97,0.00,0.02,0.00,0.06,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12,0,0.367,0.98,1,0.00,0.00,0.00,0.00,1.61,2.08,0.00,1.06,2.14,1.91,0.00,0.04,0.00,0.06,0.14,0.03,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
13,0,0.400,0.98,1,0.00,0.00,0.00,0.00,1.56,2.02,0.00,1.06,2.12,1.86,0.00,0.02,0.00,0.04,0.14,0.03,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
14,0,0.433,0.98,1,0.00,0.00,0.00,0.00,1.56,2.06,0.00,0.99,2.13,1.85,0.00,0.08,0.00,0.02,0.07,0.03,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
15,0,0.467,0.98,1,0.00,0.00,0.00,0.00,1.55,2.12,0.00,0.91,2.09,1.90,0.00,0.11,0.00,0.05,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
16,0,0.500,0.98,1,0.00,0.00,0.00,0.00,1.57,2.10,0.00,0.83,2.07,1.92,0.00,0.11,0.00,0.07,0.04,0.00,0.05,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
17,0,0.533,0.98,1,0.00,0.00,0.00,0.00,1.58,2.04,0.00,0.78,2.04,1.95,0.00,0.08,0.00,0.08,0.07,0.00,0.05,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
18,0,0.567,0.98,1,0.00,0.00,0.00,0.00,1.58,2.03,0.00,0.79,2.05,1.95,0.00,0.03,0.00,0.06,0.06,0.02,0.05,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
19,0,0.600,0.98,1,0.00,0.00,0.00,0.00,1.62,2.02,0.00,0.82,2.05,1.93,0.00,0.05,0.00,0.04,0.06,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20,0,0.633,0.98,1,0.00,0.00,0.00,0.01,1.64,1.89,0.00,0.83,2.07,1.88,0.00,0.03,0.00,0.06,0.02,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
21,0,0.667,0.98,1,0.00,0.00,0.00,0.01,1.70,1.89,0.00,0.86,2.08,1.87,0.00,0.03,0.00,0.03,0.07,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
22,0,0.700,0.98,1,0.00,0.00,0.00,0.07,1.67,1.78,0.00,0.84,2.08,1.88,0.00,0.01,0.00,0.03,0.12,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
23,0,0.733,0.98,1,0.00,0.00,0.00,0.11,1.68,1.79,0.00,0.89,2.05,1.87,0.00,0.00,0.00,0.01,0.15,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
24,0,0.767,0.98,1,0.00,0.00,0.00,0.15,1.66,1.78,0.00,0.90,2.02,1.85,0.00,0.00,0.00,0.05,0.16,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
25,0,0.800,0.98,1,0.00,0.00,0.00,0.09,1.68,1.78,0.00,0.91,2.04,1.85,0.00,0.00,0.00,0.06,0.24,0.01,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
26,0,0.833,0.98,1,0.00,0.00,0.00,0.04,1.66,1.75,0.00,0.85,2.05,1.83,0.00,0.00,0.00,0.06,0.24,0.01,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
27,0,0.867,0.98,1,0.00,0.00,0.00,0.00,1.64,1.73,0.00,0.82,2.07,1.83,0.00,0.05,0.00,0.05,0.18,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
28,0,0.900,0.98,1,0.00,0.00,0.00,0.04,1.61,1.74,0.00,0.83,2.03,1.80,0.00,0.16,0.00,0.08,0.04,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
29,0,0.933,0.98,1,0.00,0.00,0.00,0.04,1.62,1.81,0.00,0.91,2.04,1.85,0.00,0.18,0.00,0.10,0.01,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
30,0,0.967,0.98,1,0.00,0.00,0.00,0.04,1.64,1.85,0.00,0.97,2.05,1.91,0.00,0.16,0.00,0.09,0.01,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
31,0,1.000,0.98,1,0.00,0.00,0.00,0.00,1.62,1.76,0.00,1.00,2.05,1.93,0.00,0.04,0.00,0.04,0.01,0.02,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
32,0,1.033,0.98,1,0.00,0.00,0.00,0.00,1.57,1.66,0.00,0.98,2.01,1.89,0.00,0.05,0.00,0.02,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
33,0,1.067,0.98,1,0.00,0.00,0.00,0.00,1.52,1.73,0.00,0.96,1.95,1.86,0.00,0.07,0.00,0.02,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
34,0,1.100,0.98,1,0.00,0.00,0.00,0.00,1.51,1.95,0.00,0.90,1.90,1.87,0.00,0.14,0.00,0.02,0.03,0.12,0.02,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
35,0,1.133,0.98,1,0.00,0.00,0.00,0.00,1.46,2.06,0.00,0.90,1.85,1.95,0.00,0.18,0.00,0.04,0.03,0.22,0.02,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36,0,1.167,0.98,1,0.00,0.00,0.00,0.00,1.41,1.91,0.00,0.88,1.81,2.04,0.00,0.19,0.00,0.09,0.04,0.18,0.02,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
37,0,1.200,0.98,1,0.00,0.00,0.00,0.00,1.36,1.76,0.00,0.95,1.76,2.20,0.06,0.26,0.00,0.15,0.02,0.15,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
38,0,1.233,0.98,1,0.00,0.00,0.00,0.04,1.31,1.64,0.00,0.92,1.72,2.30,0.06,0.29,0.00,0.13,0.06,0.19,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39,0,1.267,0.98,1,0.00,0.00,0.00,0.04,1.27,1.71,0.00,0.86,1.69,2.31,0.06,0.25,0.00,0.09,0.05,0.25,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
40,0,1.300,0.98,1,0.00,0.00,0.01,0.04,1.25,1.85,0.00,0.86,1.68,2.24,0.01,0.13,0.00,0.03,0.05,0.25,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
41,0,1.333,0.98,1,0.00,0.00,0.01,0.00,1.21,2.00,0.00,0.90,1.62,2.22,0.05,0.06,0.00,0.02,0.03,0.25,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
42,0,1.367,0.98,1,0.00,0.00,0.01,0.00,1.19,2.13,0.00,0.94,1.56,2.23,0.05,0.12,0.00,0.01,0.03,0.29,0.06,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
43,0,1.400,0.98,1,0.10,0.00,0.00,0.00,1.10,2.10,0.00,0.87,1.43,2.16,0.04,0.15,0.00,0.00,0.03,0.37,0.11,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
44,0,1.433,0.98,1,0.19,0.02,0.00,0.03,1.09,2.30,0.01,0.83,1.36,2.08,0.00,0.13,0.00,0.00,0.04,0.30,0.11,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
45,0,1.467,0.98,1,0.36,0.04,0.00,0.03,1.05,2.28,0.01,0.80,1.30,1.99,0.00,0.09,0.00,0.00,0.06,0.30,0.05,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
46,0,1.500,0.98,1,0.44,0.05,0.02,0.03,1.03,2.28,0.01,0.83,1.33,2.06,0.00,0.06,0.00,0.00,0.10,0.25,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
47,0,1.533,0.98,1,0.48,0.03,0.11,0.00,1.03,2.25,0.00,0.83,1.36,2.09,0.00,0.06,0.00,0.00,0.09,0.17,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
48,0,1.567,0.98,1,0.48,0.02,0.17,0.00,1.06,2.20,0.00,0.90,1.39,2.17,0.00,0.06,0.00,0.00,0.09,0.13,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
49,0,1.600,0.98,1,0.39,0.00,0.25,0.05,1.10,2.31,0.00,0.93,1.40,2.24,0.00,0.09,0.03,0.00,0.07,0.11,0.05,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
50,0,1.633,0.98,1,0.43,0.00,0.22,0.05,1.10,2.31,0.00,0.97,1.40,2.34,0.00,0.21,0.03,0.00,0.05,0.26,0.05,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
51,0,1.667,0.98,1,0.36,0.04,0.30,0.05,1.09,2.54,0.00,0.92,1.38,2.28,0.00,0.28,0.06,0.00,0.02,0.28,0.05,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
52,0,1.700,0.98,1,0.35,0.05,0.31,0.00,1.15,2.40,0.03,0.93,1.39,2.30,0.01,0.27,0.03,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
53,0,1.733,0.98,1,0.27,0.05,0.43,0.04,1.20,2.39,0.06,0.93,1.42,2.22,0.03,0.23,0.12,0.00,0.05,0.13,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
54,0,1.767,0.98,1,0.32,0.07,0.50,0.16,1.28,2.32,0.08,0.98,1.43,2.29,0.08,0.19,0.14,0.00,0.05,0.06,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
55,0,1.800,0.98,1,0.38,0.09,0.54,0.20,1.33,2.57,0.11,0.93,1.39,2.37,0.21,0.25,0.19,0.00,0.09,0.03,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
56,0,1.833,0.98,1,0.40,0.09,0.49,0.15,1.35,2.55,0.17,0.86,1.32,2.40,0.29,0.36,0.22,0.00,0.13,0.13,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
57,0,1.867,0.98,1,0.35,0.03,0.38,0.03,1.29,2.48,0.15,0.82,1.28,2.38,0.33,0.46,0.20,0.00,0.19,0.28,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
58,0,1.900,0.98,1,0.32,0.00,0.41,0.00,1.22,2.47,0.09,0.78,1.27,2.27,0.25,0.49,0.21,0.00,0.22,0.37,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
59,0,1.933,0.98,1,0.28,0.00,0.45,0.00,1.18,2.51,0.02,0.77,1.29,2.27,0.28,0.35,0.18,0.00,0.20,0.32,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
60,0,1.967,0.98,1,0.19,0.00,0.50,0.00,1.20,2.56,0.02,0.67,1.29,2.30,0.27,0.21,0.21,0.00,0.28,0.34,0.11,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
61,0,2.000,0.98,1,0.08,0.03,0.48,0.00,1.23,2.64,0.02,0.64,1.31,2.32,0.29,0.18,0.17,0.00,0.34,0.41,0.12,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
62,0,2.033,0.98,1,0.01,0.03,0.48,0.00,1.27,2.88,0.00,0.62,1.32,2.30,0.23,0.26,0.12,0.00,0.32,0.46,0.12,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
63,0,2.067,0.98,1,0.03,0.07,0.52,0.00,1.26,3.06,0.00,0.68,1.38,2.22,0.19,0.27,0.06,0.00,0.26,0.48,0.04,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
64,0,2.100,0.98,1,0.05,0.05,0.57,0.00,1.27,3.02,0.00,0.77,1.41,2.23,0.14,0.24,0.05,0.00,0.13,0.40,0.12,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
65,0,2.133,0.98,1,0.05,0.05,0.58,0.00,1.27,2.85,0.00,0.86,1.44,2.31,0.16,0.21,0.08,0.00,0.20,0.27,0.12,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
66,0,2.167,0.98,1,0.04,0.01,0.54,0.00,1.30,2.80,0.00,0.96,1.42,2.37,0.23,0.30,0.10,0.00,0.21,0.09,0.09,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
67,0,2.200,0.98,1,0.02,0.00,0.51,0.00,1.30,2.91,0.01,0.95,1.38,2.39,0.27,0.34,0.16,0.00,0.34,0.12,0.01,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
68,0,2.233,0.98,1,0.02,0.06,0.52,0.00,1.31,2.90,0.07,1.01,1.37,2.38,0.25,0.38,0.12,0.00,0.32,0.22,0.01,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
69,0,2.267,0.98,1,0.07,0.09,0.59,0.00,1.36,2.98,0.14,0.99,1.36,2.46,0.25,0.30,0.17,0.00,0.28,0.21,0.01,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
70,0,2.300,0.98,1,0.14,0.11,0.61,0.00,1.39,2.95,0.16,1.05,1.38,2.57,0.23,0.33,0.15,0.00,0.22,0.21,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
71,0,2.333,0.98,1,0.14,0.05,0.63,0.00,1.41,3.04,0.10,1.02,1.41,2.58,0.23,0.28,0.17,0.00,0.17,0.27,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
72,0,2.367,0.98,1,0.06,0.02,0.57,0.00,1.40,2.97,0.08,1.03,1.46,2.61,0.12,0.29,0.13,0.00,0.14,0.39,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
73,0,2.400,0.98,1,0.00,0.00,0.51,0.00,1.38,2.92,0.06,1.03,1.47,2.54,0.08,0.20,0.09,0.00,0.15,0.39,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
74,0,2.433,0.98,1,0.00,0.00,0.43,0.00,1.37,2.86,0.06,1.04,1.44,2.56,0.03,0.15,0.10,0.00,0.20,0.33,0.07,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
75,0,2.467,0.98,1,0.05,0.00,0.46,0.00,1.36,2.87,0.02,1.10,1.42,2.54,0.12,0.18,0.13,0.00,0.21,0.27,0.16,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
76,0,2.500,0.98,1,0.08,0.00,0.49,0.00,1.35,2.86,0.01,1.10,1.41,2.57,0.15,0.17,0.11,0.00,0.13,0.18,0.21,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
77,0,2.533,0.98,1,0.13,0.00,0.52,0.00,1.35,2.93,0.03,1.15,1.45,2.63,0.17,0.21,0.08,0.00,0.08,0.20,0.19,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
78,0,2.567,0.98,1,0.09,0.00,0.53,0.00,1.34,2.94,0.06,1.15,1.46,2.63,0.20,0.15,0.06,0.00,0.05,0.23,0.20,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
79,0,2.600,0.98,1,0.10,0.04,0.48,0.00,1.32,3.01,0.06,1.12,1.46,2.60,0.24,0.19,0.13,0.00,0.07,0.28,0.15,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
80,0,2.633,0.98,1,0.05,0.07,0.45,0.00,1.30,2.86,0.04,1.04,1.45,2.54,0.25,0.19,0.10,0.00,0.01,0.27,0.11,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
81,0,2.667,0.98,1,0.11,0.13,0.44,0.00,1.29,2.80,0.01,1.03,1.42,2.50,0.21,0.21,0.09,0.00,0.01,0.31,0.05,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
82,0,2.700,0.98,1,0.10,0.14,0.43,0.00,1.27,2.79,0.01,1.07,1.41,2.50,0.22,0.23,0.08,0.00,0.07,0.38,0.09,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
83,0,2.733,0.98,1,0.14,0.20,0.48,0.00,1.26,2.97,0.10,1.11,1.39,2.52,0.26,0.23,0.11,0.00,0.11,0.41,0.10,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00
84,0,2.767,0.98,1,0.08,0.22,0.45,0.00,1.27,3.07,0.12,1.10,1.38,2.55,0.31,0.22,0.15,0.00,0.16,0.42,0.06,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00
85,0,2.800,0.98,1,0.09,0.25,0.47,0.00,1.27,2.98,0.15,1.08,1.36,2.57,0.30,0.20,0.08,0.00,0.11,0.40,0.05,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00
86,0,2.833,0.98,1,0.09,0.22,0.45,0.00,1.27,2.92,0.08,1.08,1.37,2.59,0.30,0.13,0.05,0.00,0.07,0.36,0.05,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00
87,0,2.867,0.98,1,0.11,0.19,0.47,0.00,1.27,2.86,0.06,1.08,1.37,2.60,0.29,0.12,0.00,0.00,0.02,0.33,0.15,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
