code	time	valence	arousal	humanlike
20	5595	-2	-2	-2
10	17124	-2	-2	-2
40	29618	-2	-2	-2
10	41295	-2	-2	-2
20	53123	-2	-2	-2
30	63967	-2	-2	-2
20	77095	-2	-2	-2
40	89788	-2	-2	-2
30	107463	-2	-2	-2
10	121007	-2	-2	-2
30	133501	-2	-2	-2
40	145845	-2	-2	-2
20	157822	-2	-2	-2
40	168300	-2	-2	-2
30	181927	-2	-2	-2
20	193705	-2	-2	-2
30	204566	-2	-2	-2
10	218327	-2	-2	-2
40	230853	-2	-2	-2
30	242648	-2	-2	-2
10	253642	-2	-2	-2
40	264387	-2	-2	-2
20	276048	-2	-2	-2
20	287443	-2	-2	-2
30	299871	-2	-2	-2
40	310265	-2	-2	-2
10	322476	-2	-2	-2
10	335053	-2	-2	-2
40	345798	-2	-2	-2
20	360174	-2	-2	-2
30	372669	-2	-2	-2
10	387395	-2	-2	-2
