code	time
10	5599
40	16114
10	26892
30	37670
20	49448
20	60726
30	71504
40	82532
20	94060
40	105338
10	116115
10	126894
40	137422
30	148450
20	159978
30	171006
40	181534
10	193562
30	204089
40	216118
20	226895
10	237423
40	247952
20	258979
30	271008
20	281785
30	293563
40	304591
20	316369
10	328647
30	339924
10	351952
