code	time
20	5610
10	16625
40	27403
30	38681
10	50959
20	61736
40	73015
10	83542
10	94071
30	104849
40	116127
20	126905
20	138433
40	148961
30	159489
20	170017
30	181045
40	193073
10	204101
10	216129
40	227406
30	238934
20	249962
40	260990
20	274018
30	284795
10	296573
30	307100
