code	time
40	5601
20	16616
40	27393
10	38672
20	50949
30	61727
10	73005
30	83533
40	94061
10	104840
20	116118
30	126895
30	138424
10	148951
40	159479
20	170008
30	181036
40	193064
20	204091
20	216119
40	227397
10	238925
30	249952
40	260980
20	274008
30	284785
10	296563
10	307091
