code	time
40	5626
20	16140
10	26919
30	37697
30	49475
20	60753
30	71530
10	82558
40	94086
20	105364
40	116142
40	126920
10	137448
30	148477
10	160005
30	171032
20	181560
30	193589
20	204116
20	216144
40	226922
20	237450
30	247978
20	259006
30	271035
10	281812
40	293590
40	304618
10	316396
10	328673
40	339951
10	351979
