code	time
40	5601
30	16616
20	27394
20	38672
40	50950
10	61727
40	73005
20	83533
20	94061
40	104840
30	116118
10	126895
30	138424
10	148951
40	159479
10	170008
20	181036
30	193064
40	204091
20	216119
10	227397
30	238925
20	249953
30	260981
10	274009
40	284785
30	296564
10	307091
