code	time
30	5607
20	16621
30	27399
40	38677
20	50955
20	61732
30	73011
10	83539
40	94067
20	104845
30	116123
30	126901
10	138429
40	148957
20	159485
10	170013
40	181042
30	193070
10	204097
30	216125
20	227402
40	238930
20	249958
40	260986
10	274014
40	284791
10	296569
10	307097
