code	time
40	5599
10	16114
40	26892
20	37670
10	49448
30	60726
20	71504
20	82532
30	94060
10	105338
30	116115
20	126894
10	137422
30	148450
20	159978
30	171006
40	181534
10	193562
20	204089
30	216118
30	226895
20	237423
30	247951
40	258980
10	271008
40	281785
10	293563
40	304591
40	316369
20	328646
40	339924
10	351952
