code	time
10	5598
20	16613
40	27391
10	38669
40	50947
40	61724
10	73002
40	83531
40	94058
20	104837
10	116115
30	126893
40	138421
20	148949
30	159477
30	170005
20	181033
30	193061
20	204089
20	216117
40	227394
10	238922
30	249950
20	260978
10	274006
30	284783
10	296561
30	307088
