code	time
20	5598
10	16113
40	26891
40	37669
10	49447
40	60725
10	71503
40	82531
40	94059
20	105337
30	116115
20	126893
40	137421
30	148449
20	159977
20	171005
30	181533
40	193561
10	204088
30	216117
10	226894
40	237422
20	247950
30	258979
10	271007
10	281784
30	293562
20	304590
20	316368
30	328645
30	339923
10	351951
