code	time
10	5606
40	16621
10	27399
10	38677
30	50955
20	61733
30	73011
30	83539
10	94067
40	104845
20	116123
10	126901
40	138429
40	148957
10	159485
20	170013
40	181041
30	193070
10	204097
30	216125
20	227402
20	238930
30	249958
40	260986
20	274014
20	284791
30	296569
40	307096
