code	time
30	5604
30	16619
10	27397
40	38675
10	50953
10	61730
30	73008
40	83536
20	94064
20	104842
40	116121
10	126898
30	138427
40	148954
20	159483
20	170011
40	181039
10	193067
30	204095
20	216122
30	227400
10	238927
20	249955
40	260983
20	274011
10	284788
40	296566
30	307094
