code	time
10	5608
10	16123
30	26901
30	37679
20	49457
10	60735
30	71513
20	82541
30	94069
40	105347
20	116124
40	126903
20	137431
30	148459
10	159987
30	171015
40	181543
10	193571
10	204098
30	216127
40	226904
20	237432
40	247960
40	258989
10	271016
10	281794
40	293572
20	304600
40	316378
20	328655
30	339933
20	351960
