code	time
30	5604
40	16618
20	27396
20	38675
40	50953
30	61730
10	73008
40	83536
20	94064
30	104842
10	116120
20	126898
40	138426
30	148954
20	159482
40	170011
20	181039
30	193067
10	204094
20	216122
30	227400
10	238927
40	249955
10	260983
30	274011
10	284788
40	296566
10	307094
