code	time
20	5594
10	16109
40	26888
40	37666
10	49444
30	60721
30	71499
20	82527
30	94055
40	105333
20	116111
20	126889
30	137417
20	148445
20	159973
40	171001
10	181529
30	193557
10	204085
40	216113
10	226891
10	237419
40	247947
10	258975
30	271003
20	281781
40	293559
10	304586
30	316364
40	328642
20	339919
30	351947
