code	time
20	5601
30	16116
40	26894
20	37672
40	49450
30	60728
10	71506
40	82534
40	94062
10	105340
30	116117
40	126895
20	137424
10	148452
30	159980
10	171007
20	181535
40	193564
10	204091
40	216119
30	226897
20	237425
40	247953
10	258981
20	271010
30	281787
10	293565
30	304593
10	316371
20	328648
30	339925
20	351953
