code	time
30	5597
20	16612
30	27390
40	38668
10	50946
40	61724
20	73002
10	83529
30	94058
40	104836
20	116114
10	126892
40	138420
10	148948
30	159476
20	170004
40	181032
20	193060
30	204088
40	216116
20	227393
30	238921
40	249949
10	260977
10	274005
30	284782
10	296560
20	307088
