code	time	valence	arousal	humanlike
30	5604	-2	-2	-2
20	23663	-2	-2	-2
40	38073	-2	-2	-2
20	54215	-2	-2	-2
30	71491	-2	-2	-2
10	87899	-2	-2	-2
40	103142	-2	-2	-2
10	117485	-2	-2	-2
20	132294	-2	-2	-2
40	145971	-2	-2	-2
10	163246	-2	-2	-2
30	177655	-2	-2	-2
20	192298	-2	-2	-2
40	205509	-2	-2	-2
30	219552	-2	-2	-2
20	236727	-2	-2	-2
30	250403	-2	-2	-2
20	267212	-2	-2	-2
10	278623	-2	-2	-2
30	295416	-2	-2	-2
10	312756	-2	-2	-2
10	323868	-2	-2	-2
40	334862	-2	-2	-2
40	351305	-2	-2	-2
20	370096	-2	-2	-2
10	380407	-2	-2	-2
40	397533	-2	-2	-2
30	413508	-2	-2	-2
