code	time
30	5604
30	16619
10	27397
10	38675
40	50953
20	61731
40	73009
20	83537
30	94065
10	104843
40	116121
10	126899
20	138427
40	148955
30	159483
10	170012
20	181040
40	193067
20	204095
30	216123
20	227400
40	238928
30	249956
10	260984
10	274012
30	284789
40	296567
20	307095
