code	time	valence	arousal	humanlike
10	5606	-2	-2	-2
30	19833	-2	-2	-2
20	34493	-2	-2	-2
10	51135	-2	-2	-2
30	72125	-2	-2	-2
30	87451	-2	-2	-2
10	103176	-2	-2	-2
40	118486	-2	-2	-2
10	132329	-2	-2	-2
20	148171	-2	-2	-2
40	162781	-2	-2	-2
10	179789	-2	-2	-2
40	193199	-2	-2	-2
10	208326	-2	-2	-2
30	221503	-2	-2	-2
20	237545	-2	-2	-2
20	253936	-2	-2	-2
30	269896	-2	-2	-2
20	281223	-2	-2	-2
40	297399	-2	-2	-2
20	314290	-2	-2	-2
30	327284	-2	-2	-2
10	342393	-2	-2	-2
30	354488	-2	-2	-2
40	367215	-2	-2	-2
20	383973	-2	-2	-2
40	399649	-2	-2	-2
40	412893	-2	-2	-2
