code	time
40	5607
30	16122
20	26901
30	37679
20	49457
10	60735
40	71512
10	82540
40	94069
30	105346
20	116124
30	126902
10	137430
20	148459
30	159987
20	171014
10	181542
30	193571
10	204098
20	216126
40	226904
10	237432
40	247960
20	258988
40	271016
30	281794
20	293572
10	304600
30	316378
40	328655
10	339933
40	351961
