code	time	valence	arousal	humanlike
20	5605	-2	-2	-2
30	22198	-2	-2	-2
30	36791	-2	-2	-2
10	48819	-2	-2	-2
40	64045	-2	-2	-2
10	82169	-2	-2	-2
10	97412	-2	-2	-2
40	111772	-2	-2	-2
40	124715	-2	-2	-2
10	136027	-2	-2	-2
20	150703	-2	-2	-2
40	160565	-2	-2	-2
30	174608	-2	-2	-2
10	188934	-2	-2	-2
30	199396	-2	-2	-2
20	209708	-2	-2	-2
30	221518	-2	-2	-2
40	234113	-2	-2	-2
20	247256	-2	-2	-2
20	259434	-2	-2	-2
30	270378	-2	-2	-2
40	281323	-2	-2	-2
20	296566	-2	-2	-2
10	307060	-2	-2	-2
30	319705	-2	-2	-2
10	332931	-2	-2	-2
20	344726	-2	-2	-2
40	353888	-2	-2	-2
10	364749	-2	-2	-2
20	375544	-2	-2	-2
40	387738	-2	-2	-2
30	401899	-2	-2	-2
