code	time
30	5607
20	16123
20	26901
40	37679
20	49457
30	60735
10	71512
30	82540
40	94069
10	105346
40	116124
10	126902
10	137430
40	148458
40	159986
20	171014
10	181542
30	193570
40	204098
20	216126
10	226903
30	237432
10	247960
30	258988
20	271016
30	281794
40	293572
20	304599
10	316377
40	328655
20	339932
30	351960
