code	time
10	5602
40	16617
40	27395
10	38673
20	50951
30	61728
20	73006
30	83534
20	94062
30	104840
40	116119
10	126897
10	138425
40	148953
30	159481
10	170009
30	181037
40	193065
20	204093
40	216121
10	227398
20	238926
40	249954
20	260982
30	274010
30	284787
20	296565
10	307092
