code	time
10	5595
20	16110
30	26888
40	37666
10	49445
40	60722
20	71500
10	82528
30	94056
10	105334
40	116112
40	126890
20	137418
30	148446
20	159974
10	171002
30	181530
40	193558
10	204086
40	216114
10	226891
20	237419
30	247947
30	258976
10	271004
20	281781
30	293560
20	304587
40	316365
40	328642
20	339920
30	351948
