code	time
40	5599
40	16614
10	27392
30	38670
10	50948
20	61725
40	73003
10	83531
40	94059
10	104837
10	116116
30	126893
40	138422
10	148949
20	159477
30	170006
20	181034
40	193062
30	204089
20	216117
30	227395
20	238923
30	249951
40	260978
10	274006
20	284783
30	296561
20	307089
