code	time
10	5595
40	16610
10	27388
40	38666
30	50944
20	61721
30	72999
10	83527
40	94056
40	104834
10	116112
40	126890
20	138418
30	148946
20	159474
20	170002
40	181030
10	193058
30	204086
20	216114
10	227391
30	238919
30	249947
10	260975
40	274003
20	284780
30	296558
20	307085
