code	time
10	5596
30	16611
40	27389
20	38667
20	50945
40	61723
10	73001
20	83529
30	94057
20	104835
40	116113
30	126891
10	138419
40	148947
10	159475
30	170004
40	181032
10	193060
40	204087
20	216115
20	227393
30	238921
10	249948
40	260976
30	274004
10	284781
20	296559
30	307087
