code	time
30	5605
40	16620
20	27398
10	38676
40	50954
20	61732
10	73010
40	83538
40	94066
10	104844
40	116122
10	126900
10	138428
30	148956
30	159484
20	170012
20	181041
30	193069
10	204096
40	216124
30	227401
20	238929
30	249957
20	260985
40	274013
30	284790
20	296568
10	307096
