code	time
40	5595
20	16610
30	27388
30	38666
10	50944
20	61721
30	72999
10	83527
30	94055
20	104833
10	116112
30	126889
40	138417
10	148945
10	159473
40	170002
20	181030
40	193058
30	204085
20	216113
30	227391
10	238919
40	249946
10	260975
40	274003
20	284779
40	296557
20	307085
